"title","keyword" 
"Biometrics: Terms and Definitions.","sapien"
"Complexity Theory.","Sed"
"Complexity Theory.","sapien"
"Hand Geometry Recognition.","non"
"Hand Geometry Recognition.","posuere"
"Maurer's Method.","diam"
"PRESENT - Block Cipher.","velit"
"PRESENT - Block Cipher.","velit"
"PRESENT - Block Cipher.","sapien"
"Adaptive Chosen Plaintext Attack.","posuere"
"Adaptive Chosen Plaintext Attack.","tincidunt,"
"Differential Cryptanalysis.","tincidunt,"
"Content-Based and View-Based Access Control.","velit"
"Secure Data Aggregation.","vitae"
"Secure Data Aggregation.","vitae"
"Secure Data Aggregation.","non"
"Payment card.","Sed"
"Payment card.","vitae"
"Payment card.","Sed"
"Cellular Network Security.","vestibulum"
"Cellular Network Security.","diam"
"Cellular Network Security.","velit"
"Electronic payment.","diam"
"Electronic payment.","tincidunt,"
"Electronic payment.","Sed"
"Porta Encryption.","velit"
"Karatsuba Algorithm.","sapien"
"Location Privacy.","non"
"Closest Vector Problem.","tincidunt,"
"Closest Vector Problem.","non"
"Closest Vector Problem.","velit"
"Privacy-Aware Languages.","sapien"
"Privacy-Aware Languages.","non"
"Privacy-Aware Languages.","tincidunt"
"DNS-Based Botnet Detection.","posuere"
"DNS-Based Botnet Detection.","Sed"
"DNS-Based Botnet Detection.","non"
"Stein's Algorithm.","non"
"Stein's Algorithm.","velit"
"Bilinear Pairings.","tincidunt"
"Least Privilege.","diam"
"TSS.","vitae"
"TSS.","diam"
"SQL Injection Attacks.","velit"
"SQL Injection Attacks.","posuere"
"SQL Injection Attacks.","sapien"
"Universal One-Way Hash Functions (UOWHF).","Sed"
"Universal One-Way Hash Functions (UOWHF).","velit"
"Universal One-Way Hash Functions (UOWHF).","non"
"Secure Routing Protocols.","diam"
"Secure Routing Protocols.","Sed"
"Deniable encryption.","diam"
"Deniable encryption.","sapien"
"Single Wire Protocol.","vestibulum"
"Single Wire Protocol.","vestibulum"
"Mars.","velit"
"Mars.","posuere"
"Mars.","Sed"
"Pattern of Blood Vessels.","posuere"
"Pattern of Blood Vessels.","diam"
"Pattern of Blood Vessels.","Sed"
"Traitor Tracing.","Sed"
"Traitor Tracing.","posuere"
"Traitor Tracing.","vestibulum"
"Forged Resets.","diam"
"Forged Resets.","Sed"
"Forged Resets.","posuere"
"Broadcast Authentication from an Information Theoretic Perspective.","tincidunt,"
"Search over Encrypted Data.","posuere"
"Search over Encrypted Data.","velit"
"DH Key Agreement.","velit"
"DH Key Agreement.","tincidunt"
"DH Key Agreement.","Sed"
"Md4-Md5.","vestibulum"
"Physical Random Function.","velit"
"ECC Challenges.","vitae"
"ECC Challenges.","Sed"
"Smoothness Probability.","tincidunt"
"Twin Signatures.","tincidunt,"
"BIOS Basic Input Output System.","diam"
"Virtual Machine Introspection.","sapien"
"SEAL.","Sed"
"SEAL.","vitae"
"SEAL.","tincidunt"
"Running-key.","Sed"
"Running-key.","tincidunt"
"Running-key.","posuere"
"RSA factoring challenge.","vestibulum"
"RSA factoring challenge.","tincidunt,"
"RSA factoring challenge.","tincidunt,"
"Keeloq.","velit"
"Keeloq.","vestibulum"
"Keeloq.","non"
"Tiger.","Sed"
"Tiger.","sapien"
"Tiger.","velit"
"Secure Email.","vestibulum"
"Secure Email.","tincidunt"
"Secure Email.","vitae"
"CBC-MAC and Variants.","Sed"
"CBC-MAC and Variants.","sapien"
"CBC-MAC and Variants.","diam"
"Maximal-Length Sequences.","tincidunt"
"Maximal-Length Sequences.","tincidunt"
"Maximal-Length Sequences.","tincidunt,"
"Protocol.","tincidunt"
"Protocol.","velit"
"Protocol.","velit"
"Prime Certificate.","Sed"
"Prime Certificate.","tincidunt"
"Prime Certificate.","posuere"
"Privacy-Enhanced Languages.","non"
"HTTPS, Secure HTTPS.","tincidunt"
"HTTPS, Secure HTTPS.","tincidunt"
"Human Ear Identification.","tincidunt,"
"Human Ear Identification.","Sed"
"Linear Congruential Generator.","sapien"
"Linear Congruential Generator.","posuere"
"Linear Congruential Generator.","tincidunt"
"Secure Location Discovery.","tincidunt"
"Secure Location Discovery.","Sed"
"Hyperelliptic Curve Discrete Logarithm Problem (HECDLP).","non"
"Secure Vehicular Communication Systems.","posuere"
"Security Standards Activities.","sapien"
"Weak Exclusion.","non"
"Weak Exclusion.","tincidunt,"
"IPES.","tincidunt"
"IPES.","tincidunt,"
"Special-Purpose Cryptanalytical Hardware.","vestibulum"
"Special-Purpose Cryptanalytical Hardware.","velit"
"Special-Purpose Cryptanalytical Hardware.","tincidunt,"
"Ron's Code 6.","Sed"
"Ron's Code 6.","tincidunt,"
"Ron's Code 6.","velit"
"Overspender Detection.","velit"
"Big Number Multiplication.","non"
"Big Number Multiplication.","tincidunt"
"Big Number Multiplication.","vestibulum"
"Timing Attack.","vitae"
"Timing Attack.","sapien"
"Timing Attack.","vestibulum"
"PRNG.","velit"
"PRNG.","posuere"
"HTTPS, HTTP over TLS.","velit"
"HTTPS, HTTP over TLS.","posuere"
"Trusted Computing Group.","tincidunt"
"Trusted Computing Group.","diam"
"Key Management.","tincidunt"
"High Assurance Evaluation Methods.","velit"
"Mash Hash Functions (Modular Arithmetic Secure Hash).","velit"
"Mobile Payments.","Sed"
"Mobile Payments.","non"
"Mobile Wallet.","vitae"
"Mobile Wallet.","vestibulum"
"Encryption Exponent.","tincidunt,"
"Encryption Exponent.","tincidunt"
"Encryption Exponent.","tincidunt,"
"PKI Trust Relationships.","vestibulum"
"E0.","sapien"
"E0.","Sed"
"E0.","sapien"
"Polybios Square Encryption.","vestibulum"
"Polybios Square Encryption.","non"
"Polybios Square Encryption.","posuere"
"Euclidean Algorithm.","posuere"
"Euclidean Algorithm.","vestibulum"
"Segregation of Duties.","sapien"
"Birthday Paradox.","tincidunt"
"Birthday Paradox.","tincidunt,"
"Probabilistic Primality Test.","sapien"
"White-Box Cryptography.","non"
"IDEA.","sapien"
"IDEA.","posuere"
"IDEA.","tincidunt,"
"Hyperelliptic Curve Security.","Sed"
"Hyperelliptic Curve Security.","sapien"
"Hyperelliptic Curve Security.","non"
"Certificateless Cryptography.","Sed"
"PKI Trust Models.","non"
"PKI Trust Models.","vitae"
"PKI Trust Models.","sapien"
"Electronic Payment.","vestibulum"
"Electronic Payment.","diam"
"Electronic Payment.","Sed"
"Hash Agility.","tincidunt,"
"Dictionary Attack.","tincidunt"
"Dictionary Attack.","vitae"
"Dictionary Attack.","velit"
"Applications of Rank-Metric Codes.","vitae"
"Applications of Rank-Metric Codes.","Sed"
"Trust Management in Databases.","vestibulum"
"Black Box Algorithms.","non"
"Black Box Algorithms.","velit"
"Black Box Algorithms.","tincidunt,"
"Biba Integrity Model.","velit"
"Biba Integrity Model.","vitae"
"Biba Integrity Model.","tincidunt"
"Biometric Social Responsibility.","Sed"
"Biometric Social Responsibility.","vitae"
"Biometric Social Responsibility.","diam"
"Anthropometrics.","vestibulum"
"Galois Counter Mode.","vitae"
"Galois Counter Mode.","posuere"
"Privilege Management.","vestibulum"
"Implicit Key Authentication.","sapien"
"Kerckhoffs' Law.","diam"
"Key agreement.","tincidunt"
"Access Control Matrix.","tincidunt,"
"Access Control Matrix.","non"
"Attribute certificate.","sapien"
"Attribute certificate.","vitae"
"Biometrics for Forensics.","vitae"
"Biometrics for Forensics.","tincidunt"
"DDH Problem.","tincidunt"
"Secure Localization.","tincidunt"
"Virus Scanner.","velit"
"Multiparty Computation.","diam"
"Multiparty Computation.","tincidunt"
"Multiparty Computation.","vestibulum"
"DoS Pushback.","vestibulum"
"DoS Pushback.","tincidunt,"
"DoS Pushback.","vestibulum"
"Cross Site Scripting Attacks.","non"
"Cross Site Scripting Attacks.","posuere"
"Compositeness Test.","posuere"
"Compositeness Test.","diam"
"Substitutions and permutations.","Sed"
"Biometric Performance Evaluation.","sapien"
"Biometric Performance Evaluation.","vitae"
"Biometric Performance Evaluation.","diam"
"Biometric Privacy.","vestibulum"
"Biometric Privacy.","vestibulum"
"Smart Card.","posuere"
"Smart Card.","diam"
"Static Separation of Duties.","Sed"
"Digital Signature Schemes.","vestibulum"
"Digital Signature Schemes.","Sed"
"Lattice Based Cryptography.","tincidunt,"
"Lattice Based Cryptography.","Sed"
"Lattice Based Cryptography.","vestibulum"
"Trusted Computing.","diam"
"Stack/Heap Smashing.","Sed"
"Stack/Heap Smashing.","non"
"Itoh-Tsujii Inversion Algorithm.","non"
"Routing Anonymity.","tincidunt,"
"Transport Layer Security (TLS).","vitae"
"Information Theoretic Model.","vestibulum"
"HEC Acronym is Often Used for Hyper Elliptic Curves.","vitae"
"Meet-in-the-Middle Attack.","diam"
"Meet-in-the-Middle Attack.","velit"
"Meet-in-the-Middle Attack.","tincidunt,"
"Common Criteria.","vitae"
"ARP Spoofing.","vestibulum"
"ARP Spoofing.","sapien"
"ARP Spoofing.","tincidunt,"
"Hash functions.","Sed"
"Hash functions.","diam"
"Hash functions.","posuere"
"Proof of Knowledge vs. Proof of Membership.","tincidunt,"
"Proof of Knowledge vs. Proof of Membership.","non"
"Proof of Knowledge vs. Proof of Membership.","non"
"Weak Keys.","vitae"
"Primality Test.","tincidunt,"
"Primality Test.","non"
"Discretionary Access Control.","tincidunt,"
"Rijndael.","tincidunt,"
"Rijndael.","diam"
"Secondary Use Regulations.","sapien"
"Secondary Use Regulations.","tincidunt"
"Known Plaintext Attack.","posuere"
"Static Analysis.","tincidunt,"
"Database Encryption.","sapien"
"Database Encryption.","Sed"
"Database Encryption.","Sed"
"Longhand.","tincidunt,"
"Longhand.","non"
"Secure Communication.","vitae"
"Twofish.","diam"
"Twofish.","vestibulum"
"Twofish.","posuere"
"Radio-Frequency (RF) Fingerprinting.","non"
"Packet-Dropping Attack.","posuere"
"Fixed-Base Exponentiation.","vestibulum"
"Fixed-Base Exponentiation.","vestibulum"
"Quasi-Identifier.","non"
"NIST Elliptic Curves.","tincidunt"
"NIST Elliptic Curves.","vitae"
"Square-and-Multiply Exponentiation.","tincidunt"
"Inference Control.","Sed"
"Inference Control.","vitae"
"Inference Control.","velit"
"Lattice Basis Reduction.","vestibulum"
"Strong Collision Resistance.","tincidunt,"
"Strong Collision Resistance.","velit"
"Decisional Diffie-Hellman Problem.","tincidunt"
"Decisional Diffie-Hellman Problem.","tincidunt"
"Decisional Diffie-Hellman Problem.","non"
"Late Launch.","sapien"
"Late Launch.","tincidunt,"
"Late Launch.","Sed"
"Access structure.","velit"
"Access structure.","tincidunt"
"Access structure.","diam"
"TPM Trusted Platform Module.","vestibulum"
"TPM Trusted Platform Module.","tincidunt,"
"Conventional Cryptosystem.","velit"
"Secure Index.","velit"
"Secure Multiparty Computation.","velit"
"Data Linkage.","diam"
"Data Linkage.","non"
"Data Linkage.","diam"
"Challenge-Response Protocol.","tincidunt"
"Commercial Security Model.","posuere"
"Browser Cookie.","vestibulum"
"MARS.","vestibulum"
"RFID Security.","Sed"
"Sandbox.","sapien"
"Sandbox.","vestibulum"
"Static Program Analysis.","posuere"
"Static Program Analysis.","tincidunt,"
"Static Program Analysis.","vitae"
"CPU Consumption.","tincidunt"
"Bell-La Padula Model.","Sed"
"Bell-La Padula Model.","sapien"
"Minimal Polynomial.","sapien"
"Minimal Polynomial.","velit"
"Minimal Polynomial.","vestibulum"
"SSH.","diam"
"SSH.","sapien"
"SSH.","vestibulum"
"Private Exponent.","sapien"
"Private Exponent.","tincidunt,"
"Inversion in Finite Fields and Rings.","Sed"
"Inversion in Finite Fields and Rings.","tincidunt"
"Inversion in Finite Fields and Rings.","tincidunt"
"Contactless Cards.","non"
"Radio Fingerprinting.","diam"
"Radio Fingerprinting.","diam"
"Radio Fingerprinting.","Sed"
"Binomial Distribution.","Sed"
"Greatest Common Factor.","velit"
"LFSR.","vitae"
"LFSR.","tincidunt"
"Elliptic Curve Method for Factoring.","velit"
"Elliptic Curve Method for Factoring.","velit"
"Biometric Technologies and Security - International Biometric Standards Development Activities.","vestibulum"
"E-Privacy.","velit"
"E-Privacy.","vestibulum"
"E-Privacy.","tincidunt,"
"Digital Certificate.","vitae"
"Elliptic Curve Discrete Logarithm Problem.","diam"
"Elliptic Curve Discrete Logarithm Problem.","non"
"Elliptic Curve Discrete Logarithm Problem.","sapien"
"Lattice-Based Cryptography.","tincidunt,"
"Designated-Verifier Proofs.","non"
"Designated-Verifier Proofs.","vestibulum"
"Designated-Verifier Proofs.","diam"
"Integrity Model.","Sed"
"Integrity Model.","vitae"
"Integrity Model.","vestibulum"
"Filter Generator.","tincidunt"
"Filter Generator.","Sed"
"Flow Blocking.","vitae"
"Flow Blocking.","posuere"
"QRP.","posuere"
"QRP.","vitae"
"Relationship Anonymity.","tincidunt"
"Relationship Anonymity.","Sed"
"Security for Mashups.","vestibulum"
"Security for Mashups.","diam"
"Environmental Attacks.","velit"
"Environmental Attacks.","Sed"
"Environmental Attacks.","diam"
"Cryptographic Puzzles.","velit"
"Cryptographic Puzzles.","Sed"
"Cryptographic Puzzles.","tincidunt,"
"SPKI.","tincidunt"
"SPKI.","sapien"
"SPKI.","posuere"
"Network Capabilities.","posuere"
"Network Capabilities.","vestibulum"
"Network Capabilities.","vestibulum"
"Formal Methods.","tincidunt"
"Formal Methods.","vitae"
"Formal Methods.","vitae"
"Deobfuscating Malware.","velit"
"Deobfuscating Malware.","vestibulum"
"Deobfuscating Malware.","tincidunt"
"Key Generation Using Physical Properties of Wireless Communication.","non"
"Key Generation Using Physical Properties of Wireless Communication.","posuere"
"Key Generation Using Physical Properties of Wireless Communication.","vitae"
"Distinguishing Attacks.","diam"
"Distinguishing Attacks.","vitae"
"Buffer Overflow Attacks.","diam"
"Buffer Overflow Attacks.","posuere"
"Wireless Device Fingerprinting.","vestibulum"
"Authenticated encryption.","vitae"
"Number Theory.","vitae"
"Number Theory.","tincidunt,"
"One-Way Function.","vitae"
"One-Way Function.","sapien"
"One-Way Function.","tincidunt"
"Maximal-Length Linear Sequence.","sapien"
"Message Authentication Algorithm.","vitae"
"Message Authentication Algorithm.","vestibulum"
"Message Authentication Algorithm.","posuere"
"Digital Signature Schemes from Codes.","vitae"
"Digital Signature Schemes from Codes.","tincidunt,"
"Digital Signature Schemes from Codes.","vitae"
"Collaborative DoS Defenses.","Sed"
"ElGamal Digital Signature Scheme.","velit"
"Merkle-Hash-Trees Signatures.","tincidunt"
"Denial of Service (DoS).","diam"
"Denial of Service (DoS).","Sed"
"Human Ear Recognition.","diam"
"Human Ear Recognition.","diam"
"Human Ear Recognition.","diam"
"Derived key.","vitae"
"Computational Puzzles.","Sed"
"Computational Puzzles.","non"
"Computational Puzzles.","sapien"
"IBE.","velit"
"IBE.","Sed"
"IBE.","vestibulum"
"Clark and Wilson Model.","tincidunt"
"Clark and Wilson Model.","velit"
"ECPP.","diam"
"ECPP.","vitae"
"Keylogging.","Sed"
"Keylogging.","sapien"
"Classical Cryptosystem.","sapien"
"Rijndael/AES.","vestibulum"
"Rijndael/AES.","Sed"
"Rijndael/AES.","tincidunt"
"Truncated Differentials.","velit"
"ARP Poison Routing (APR).","non"
"ARP Poison Routing (APR).","velit"
"Web Penetration Test.","Sed"
"Solitaire.","velit"
"XSS.","Sed"
"Broadcast Stream Authentication.","posuere"
"Broadcast Stream Authentication.","velit"
"Chosen Prefix Attack.","vestibulum"
"Chosen Prefix Attack.","vestibulum"
"Entity Authentication.","velit"
"Entity Authentication.","vestibulum"
"ECM.","tincidunt,"
"ECM.","diam"
"ECM.","vestibulum"
"Cube Attack.","Sed"
"Secure Routing in Wireless Mesh Networks.","vestibulum"
"Secure Routing in Wireless Mesh Networks.","velit"
"Strong Exclusion.","diam"
"Strong Exclusion.","vestibulum"
"Application-Level Denial of Service.","posuere"
"Application-Level Denial of Service.","velit"
"Rights Management.","sapien"
"Rights Management.","posuere"
"Rights Management.","sapien"
"Access Control Lists.","non"
"Access Control Lists.","diam"
"Access Control Lists.","Sed"
"Interpolation Attack.","vestibulum"
"Passport Security.","vestibulum"
"Passport Security.","tincidunt,"
"Passport Security.","vitae"
"Share.","sapien"
"Share.","vitae"
"Share.","vitae"
"Cramer-Shoup Public-Key System.","non"
"Cramer-Shoup Public-Key System.","non"
"Privacy Protection in Biometric Systems.","tincidunt"
"Privacy Protection in Biometric Systems.","vestibulum"
"Privacy Protection in Biometric Systems.","vestibulum"
"ISO 15408 CC - Common Criteria.","posuere"
"Stream and Multicast Authentication.","tincidunt,"
"CCIT2-code.","vestibulum"
"CCIT2-code.","sapien"
"CCIT2-code.","tincidunt,"
"Vigenère Encryption.","posuere"
"Vigenère Encryption.","diam"
"Vigenère Encryption.","sapien"
"Certificate of Primality.","vitae"
"IP Traceback.","non"
"Palmprint Authentication.","sapien"
"Palmprint Authentication.","tincidunt"
"Karatsuba algorithm.","velit"
"Online Analytical Processing.","tincidunt"
"Authentication token.","non"
"Authentication token.","diam"
"Authentication token.","posuere"
"Logic-Based Authorization Languages.","vestibulum"
"Logic-Based Authorization Languages.","tincidunt,"
"Crypto Machines.","tincidunt"
"Crypto Machines.","vestibulum"
"Crypto Machines.","non"
"Cryptophthora.","tincidunt,"
"Cryptophthora.","diam"
"ISO/IEC 15408.","velit"
"ISO/IEC 15408.","tincidunt,"
"ISO/IEC 15408.","non"
"Uncoordinated Frequency Hopping Spread Spectrum.","velit"
"Uncoordinated Frequency Hopping Spread Spectrum.","diam"
"Uncoordinated Frequency Hopping Spread Spectrum.","vitae"
"Speaker Recognition.","vitae"
"SQL Access Control Model.","diam"
"Proof-Carrying Code.","velit"
"Proof-Carrying Code.","vestibulum"
"Proof-Carrying Code.","sapien"
"CAST.","vestibulum"
"CAST.","vitae"
"MAC Algorithms.","tincidunt"
"MAC Algorithms.","tincidunt"
"MAC Algorithms.","tincidunt"
"Biometric Keys.","tincidunt"
"Biometric Keys.","posuere"
"Davies-Meyer.","sapien"
"Davies-Meyer.","tincidunt"
"Data Mining (Privacy in).","vestibulum"
"Data Mining (Privacy in).","velit"
"Data Mining (Privacy in).","vitae"
"Statistical Databases.","vestibulum"
"Statistical Databases.","vitae"
"Homomorphic Encryption.","non"
"Schnorr Identification Protocol.","vestibulum"
"Schnorr Identification Protocol.","tincidunt"
"Entity Authentication Protocol.","diam"
"Entity Authentication Protocol.","posuere"
"Entity Authentication Protocol.","tincidunt"
"Access Pattern.","sapien"
"Nonrepudiation.","sapien"
"Nonrepudiation.","diam"
"Nonrepudiation.","diam"
"CPU Starvation.","sapien"
"Primitive Element.","vitae"
"Primitive Element.","vitae"
"Primitive Element.","Sed"
"Cast.","sapien"
"Cast.","tincidunt,"
"Point Counting.","sapien"
"Point Counting.","vestibulum"
"Point Counting.","vitae"
"Consistency Verification of Security Policy.","Sed"
"Consistency Verification of Security Policy.","tincidunt,"
"Berlekamp ","non"
"Berlekamp ","diam"
"Web Vulnerability Assessment.","posuere"
"Web Vulnerability Assessment.","velit"
"Web Vulnerability Assessment.","vestibulum"
"Kerberos.","tincidunt,"
"Kerberos.","vestibulum"
"Kerberos.","sapien"
"Denial-of-Service Detection.","Sed"
"Denial-of-Service Detection.","vitae"
"Denial-of-Service Detection.","diam"
"UMTS IC Card.","sapien"
"UMTS IC Card.","diam"
"UMTS IC Card.","diam"
"NFC.","tincidunt,"
"Radiometric Identification.","vitae"
"k-Anonymity.","non"
"k-Anonymity.","posuere"
"Man-in-the-Middle Attack.","non"
"Man-in-the-Middle Attack.","velit"
"Man-in-the-Middle Attack.","tincidunt,"
"GCD.","vitae"
"SET.","tincidunt"
"Anonymous Communication.","velit"
"Anonymous Communication.","vestibulum"
"Trojan.","tincidunt"
"Trojan.","sapien"
"Trojan.","vestibulum"
"Perfect Forward Secrecy.","velit"
"Web Application Security.","tincidunt"
"Tamper Evidence.","Sed"
"Tamper Evidence.","Sed"
"Number Field Sieve for the DLP.","diam"
"Number Field Sieve for the DLP.","sapien"
"Number Field Sieve for the DLP.","vitae"
"Generic Model.","tincidunt"
"Generic Model.","diam"
"Generic Model.","diam"
"Differential Privacy.","vestibulum"
"Differential Privacy.","vestibulum"
"Differential Privacy.","posuere"
"Berlekamp-Massey Algorithm.","vestibulum"
"Berlekamp-Massey Algorithm.","tincidunt"
"Berlekamp-Massey Algorithm.","vestibulum"
"Blackmailing Attacks.","vestibulum"
"De-Skewing.","tincidunt,"
"Network DoS.","velit"
"Network DoS.","tincidunt,"
"Network DoS.","vestibulum"
"Buffer Overrun.","tincidunt,"
"Buffer Overrun.","velit"
"Buffer Overrun.","Sed"
"Security of Web Browser Scripting Languages.","vitae"
"Security of Web Browser Scripting Languages.","non"
"Security of Web Browser Scripting Languages.","non"
"Everywhere Second Preimage Resistant Hash Function (esec).","sapien"
"Anti-Jamming Strategy.","tincidunt"
"Access Control Policies, Models, and Mechanisms.","vestibulum"
"HTTP Basic Authentication.","vestibulum"
"HTTP Basic Authentication.","velit"
"Access Control from an OS Security Perspective.","Sed"
"Access Control from an OS Security Perspective.","sapien"
"Access Control from an OS Security Perspective.","tincidunt,"
"Information Integrity.","velit"
"Human Ear Verification.","non"
"Human Ear Verification.","tincidunt"
"Human Ear Verification.","vitae"
"Correcting-Block Attack.","non"
"Correcting-Block Attack.","posuere"
"Correcting-Block Attack.","tincidunt,"
"Public-Key Cryptosystem.","vestibulum"
"Malware Behavior Clustering.","velit"
"Malware Behavior Clustering.","tincidunt,"
"Elliptic Curve Signature Schemes.","vitae"
"Time-Memory Trade-offs.","Sed"
"Time-Memory Trade-offs.","tincidunt,"
"ISO-9796 Signature Standards.","vestibulum"
"Inversion attack.","diam"
"Inversion attack.","diam"
"Inversion attack.","velit"
"Proton.","sapien"
"Proton.","tincidunt,"
"Standard Model.","tincidunt,"
"Dynamic Separation of Duties.","sapien"
"Dynamic Separation of Duties.","Sed"
"Cryptrec.","diam"
"Cryptrec.","non"
"Cryptrec.","vestibulum"
"Cryptography on Reconfigurable Devices.","diam"
"ML-Sequence.","vestibulum"
"ML-Sequence.","vestibulum"
"ML-Sequence.","vestibulum"
"Side-Channel Leakage.","sapien"
"Side-Channel Leakage.","diam"
"Side-Channel Leakage.","Sed"
"Microdata Disclosure Protection.","vitae"
"Microdata Disclosure Protection.","sapien"
"Microdata Disclosure Protection.","tincidunt,"
"MILS.","vestibulum"
"Flexible Authorization Framework (FAF).","Sed"
"Multilevel Security Policies.","vestibulum"
"Multilevel Security Policies.","velit"
"Multilevel Security Policies.","sapien"
"ECC.","Sed"
"ECC.","vitae"
"ECC.","tincidunt,"
"NTRUSign.","vestibulum"
"NTRUSign.","velit"
"NTRUSign.","tincidunt"
"Summation Generator.","non"
"Summation Generator.","tincidunt"
"Summation Generator.","tincidunt"
"CCIT2-Code.","tincidunt"
"CCIT2-Code.","vitae"
"Mandatory Access Control.","tincidunt"
"Mandatory Access Control.","Sed"
"Intrusion Detection.","Sed"
"Malware Detection.","velit"
"Malware Detection.","sapien"
"Malware Detection.","vestibulum"
"Conceptual Modeling.","Sed"
"Conceptual Modeling.","velit"
"Conceptual Modeling.","diam"
"Identity Verification Protocol.","Sed"
"Identity Verification Protocol.","tincidunt,"
"Identity Verification Protocol.","non"
"Barrett's Algorithm.","non"
"Barrett's Algorithm.","sapien"
"Barrett's Algorithm.","posuere"
"Authorization architecture.","Sed"
"Function Field Sieve.","vitae"
"Function Field Sieve.","vitae"
"Function Field Sieve.","posuere"
"Error-Correcting Cyclic Codes.","diam"
"Error-Correcting Cyclic Codes.","diam"
"Error-Correcting Cyclic Codes.","vitae"
"Web Cache Poisoning Attacks.","posuere"
"Web Cache Poisoning Attacks.","diam"
"Program Verification and Security.","Sed"
"Program Verification and Security.","posuere"
"Program Verification and Security.","Sed"
"SYN Cookie Defense.","Sed"
"Combination generator.","velit"
"DHP.","posuere"
"DHP.","tincidunt"
"Broadcast Authentication from a Conditional Perspective.","tincidunt"
"Broadcast Authentication from a Conditional Perspective.","vitae"
"Vicinity Card.","diam"
"Algorithmic Complexity Attacks.","vitae"
"Algorithmic Complexity Attacks.","vestibulum"
"Algorithmic Complexity Attacks.","sapien"
"Information Security Management System.","Sed"
"Information Security Management System.","posuere"
"Information Security Management System.","Sed"
"Tracing Traitors.","vitae"
"Elgamal Digital Signature Scheme.","non"
"Elgamal Digital Signature Scheme.","tincidunt,"
"Fingerprint Authentication.","tincidunt,"
"Fingerprint Authentication.","vestibulum"
"Fingerprint Authentication.","posuere"
"Tracking Cookie.","tincidunt,"
"Rootkits.","Sed"
"Rootkits.","tincidunt"
"Rootkits.","diam"
"Mandatory Access Control Policy (MAC).","diam"
"MASH Hash Functions (Modular Arithmetic Secure Hash).","diam"
"MASH Hash Functions (Modular Arithmetic Secure Hash).","tincidunt"
"Secret Sharing Schemes.","tincidunt,"
"Eavesdropping.","vestibulum"
"Speaker Identification and Verification (SIV).","vestibulum"
"Entitlements Management.","diam"
"Entitlements Management.","tincidunt,"
"Privacy-Aware Access Control Policies.","non"
"Privacy-Aware Access Control Policies.","tincidunt,"
"Privacy-Aware Access Control Policies.","velit"
"Secure Wireless Multicast.","vestibulum"
"Secure Wireless Multicast.","diam"
"Secure Wireless Multicast.","sapien"
"Knapsack Cryptographic Schemes.","diam"
"Knapsack Cryptographic Schemes.","non"
"LCM.","posuere"
"LCM.","velit"
"Antispam Based on Sender Reputation.","vitae"
"Index Calculus Method.","tincidunt"
"Cryptographic Protocol.","sapien"
"Cryptographic Protocol.","posuere"
"Cryptographic Protocol.","vitae"
"Pairings.","velit"
"Pairings.","non"
"Pairings.","vitae"
"Time-Stamping.","non"
"Random Number Testing.","sapien"
"Random Number Testing.","vestibulum"
"Script Language Security.","non"
"Script Language Security.","velit"
"Interception.","posuere"
"Interception.","diam"
"Interception.","tincidunt,"
"Web Session Security.","Sed"
"Web Session Security.","tincidunt"
"eSTREAM.","non"
"eSTREAM.","velit"
"Monotone Signatures.","tincidunt,"
"Memory and State Exhaustion DoS.","tincidunt"
"Memory and State Exhaustion DoS.","diam"
"Memory and State Exhaustion DoS.","vitae"
"Shamir's Trick.","diam"
"Shamir's Trick.","vitae"
"One Time Password, from a Key Management Perspective.","tincidunt,"
"One Time Password, from a Key Management Perspective.","tincidunt,"
"One Time Password, from a Key Management Perspective.","posuere"
"Hippocratic Database.","vestibulum"
"Hippocratic Database.","tincidunt,"
"Hippocratic Database.","sapien"
"Block ciphers.","sapien"
"Block ciphers.","Sed"
"Private Information Retrieval.","Sed"
"Private Information Retrieval.","vestibulum"
"Private Information Retrieval.","tincidunt"
"Key Life Cycle Management.","tincidunt,"
"Key Life Cycle Management.","diam"
"Key Life Cycle Management.","sapien"
"Known plaintext attack.","vestibulum"
"Known plaintext attack.","posuere"
"Known plaintext attack.","Sed"
"Gait Recognition.","non"
"Weak keys.","vitae"
"Collision resistance.","vestibulum"
"Collision resistance.","vestibulum"
"X.509.","vitae"
"Elliptic Curve.","Sed"
"Elliptic Curve.","diam"
"Elliptic Curve.","tincidunt"
"Keystroke Dynamics.","non"
"Keystroke Dynamics.","tincidunt"
"Keystroke Dynamics.","vestibulum"
"Packet Flooding Attack.","velit"
"Packet Flooding Attack.","sapien"
"Anthropometry.","vitae"
"Anthropometry.","Sed"
"Anthropometry.","vitae"
"Formal Methods and Access Control.","posuere"
"Formal Methods and Access Control.","non"
"Formal Methods and Access Control.","diam"
"NFS.","vestibulum"
"NFS.","tincidunt,"
"NFS.","vestibulum"
"Tripartite Key Exchange.","tincidunt"
"von Neumann Correction.","vitae"
"Ron's Code 5.","tincidunt,"
"Web Access Control Strategies.","tincidunt"
"Web Access Control Strategies.","sapien"
"Web Access Control Strategies.","vestibulum"
"Measurement Models of Software Security.","tincidunt,"
"Euclid's Algorithm.","vitae"
"Fiat-Shamir Identification Protocol And The Fiat-Shamir Signature Scheme.","tincidunt,"
"Fiat-Shamir Identification Protocol And The Fiat-Shamir Signature Scheme.","tincidunt,"
