"title","auth_name"
"Security Implication in Virtualization.","Tae Hwan Oh"
"Security Implication in Virtualization.","Shinyoung Lim"
"Security Implication in Virtualization.","Young B. Choi"
"Security Implication in Virtualization.","Jungwoo Ryoo"
"FPGAs in Cryptography.","Tim Güneysu"
"Order.","Burt Kaliski"
"Hash-Based Signatures.","Tanja Lange 0001"
"DNA.","Svetlana N. Yanushkevich"
"DNA.","Denis V. Popel"
"Three-Factor Authentication.","Saeed Abu-Nimeh"
"Generator.","Burton S. Kaliski Jr."
"Invasive Attacks.","Assia Tria"
"Invasive Attacks.","Hamid Choukri"
"Electromagnetic Attack.","Jean-Jacques Quisquater"
"Electromagnetic Attack.","David Samyde"
"Unpacking Malware.","Brent ByungHoon Kang"
"Unpacking Malware.","Greg Sinclair"
"E0 (Bluetooth).","Caroline Fontaine"
"Blinding Techniques.","Gerrit Bleumer"
"Ring.","Burton S. Kaliski Jr."
"Dynamic Malware Analysis.","Brent ByungHoon Kang"
"Dynamic Malware Analysis.","Anurag Srivastava"
"SPKI/SDSI.","Carl M. Ellison"
"Chaum Blind Signature Scheme.","Gerrit Bleumer"
"Tamper Response.","Tom Caddy"
"Whirlpool.","Paulo S. L. M. Barreto"
"Whirlpool.","Vincent Rijmen"
"Interactive Proof.","Berry Schoenmakers"
"Miller-Rabin Probabilistic Primality Test.","Moses D. Liskov"
"GMAC.","Bart Preneel"
"TCP Reset Injection.","Nicholas C. Weaver"
"False Data Injection Defense.","Wensheng Zhang 0001"
"Credentials.","Gerrit Bleumer"
"Chinese Wall.","Sabrina De Capitani di Vimercati"
"Chinese Wall.","Pierangela Samarati"
"Eavesdropper.","Jean-Jacques Quisquater"
"Shannon's Model.","Henk C. A. van Tilborg"
"Vascular Patterns.","Kar-Ann Toh"
"Vascular Patterns.","Andrew Beng Jin Teoh"
"Alberti encryption.","Friedrich L. Bauer"
"Data Encryption Standard (DES).","Alex Biryukov"
"Data Encryption Standard (DES).","Christophe De Cannière"
"Shamir's Threshold Scheme.","Robert Blakley 0001"
"Shamir's Threshold Scheme.","Gregory A. Kabatiansky"
"Bytecode Verification.","Jean-Louis Lanet"
"Applications of Formal Methods to Web Application Security.","V. N. Venkatakrishnan"
"SERPENT.","Christophe De Cannière"
"Watermarking.","Gerrit Bleumer"
"Certificate Management.","Carlisle Adams"
"Secure Socket Layer (SSL).","Clemens Heinrich"
"Symmetric Cryptosystem.","Burton S. Kaliski Jr."
"Certificate Revocation.","Carlisle Adams"
"Web Browser Security and Privacy.","V. N. Venkatakrishnan"
"Pseudorandom Function.","Burt Kaliski"
"Temporal Access Control.","Claudio Bettini"
"Firewalls.","Ehab Al-Shaer"
"compromising emanations.","Markus Kuhn"
"Biometrics.","Arun Ross"
"Biometrics.","Anil K. Jain 0001"
"Noninteractive Proof.","Berry Schoenmakers"
"Overlay-Based DoS Defenses.","Angelos Stavrou"
"Formal Analysis of Security APIs.","Graham Steel"
"Inversion Attack.","Anne Canteaut"
"Bell-LaPadula Confidentiality Model.","Ebru Celikel Cankaya"
"Threshold Signature.","Gerrit Bleumer"
"Impossible Differential Attack.","Alex Biryukov"
"Greatest Common Divisor.","Scott Contini"
"MD4-MD5.","Nicky Mouha"
"Physical Unclonable Functions (PUFs).","Jorge Guajardo"
"Formal Analysis of Cryptographic Protocols.","Catherine A. Meadows"
"Modulus.","Scott Contini"
"","Burton S. Kaliski Jr."
"Platform for Privacy Preferences (P3P).","Lorrie Faith Cranor"
"Strong Prime.","Anton Stiglic"
"Linear Syndrome Attack.","Anne Canteaut"
"Denial of Service.","Eric Cronin"
"Key escrow.","Miles E. Smid"
"Location Privacy in Wireless Networks.","Marco Gruteser"
"Secure signatures from the ""strong RSA"" assumption.","Dan Boneh"
"Hyperelliptic Curves.","Roberto Avanzi"
"Hyperelliptic Curves.","Nicolas Thériault"
"Lattice.","Phong Q. Nguyen"
"Selective Forgery.","Gerrit Bleumer"
"Computational Diffie-Hellman Problem.","Igor E. Shparlinski"
"Dictionary Attack (II).","Carlisle Adams"
"TCP Modulation Attacks.","Angelos Stavrou"
"Key management.","Steve Lloyd"
"Certified Mail.","Matthias Schunter"
"Spyware.","Nary Subramanian"
"Radio Frequency Attacks.","Jean-Jacques Quisquater"
"Radio Frequency Attacks.","David Samyde"
"Autocorrelation.","Tor Helleseth"
"Nonlinearity of Boolean Functions.","Claude Carlet"
"Code-Based Cryptography.","Nicolas Sendrier"
"M-Invariance.","Xiaokui Xiao"
"Policy.","Patrick D. McDaniel"
"Identification.","Carlisle Adams"
"Secure Signatures from the ""Strong RSA"" Assumption.","Dan Boneh"
"Web 2.0 Security and Privacy.","Collin Jackson"
"Secure Time Synchronization.","Kun Sun 0001"
"Secure Time Synchronization.","Peng Ning"
"XML-Based Access Control Languages.","Claudio A. Ardagna"
"Boolean Functions.","Claude Carlet"
"Random Oracle Model.","Gerrit Bleumer"
"Self-Shrinking Generator.","Caroline Fontaine"
"Elliptic Curve Public-Key Encryption Schemes.","Darrel Hankerson"
"Elliptic Curve Public-Key Encryption Schemes.","Alfred Menezes"
"Hybrid Encryption.","Kaoru Kurosawa"
"Identity-Based Encryption.","Martin Gagné"
"Propagation Characteristics of Boolean Functions.","Claude Carlet"
"Kerckhoffs' Principle.","Fabien A. P. Petitcolas"
"Factor Base.","Burton S. Kaliski Jr."
"Beaufort Encryption.","Friedrich L. Bauer"
"Homomorphism.","Burt Kaliski"
"Perfectly Secure Message Transmission.","Yvo Desmedt"
"Perfectly Secure Message Transmission.","Qiushi Yang"
"Fermat Primality Test.","Moses D. Liskov"
"Web Security Auditing.","Dario V. Forte"
"Source Location Privacy.","Wensheng Zhang 0001"
"Codebook Attack.","Alex Biryukov"
"Chemical Combinatorial Attack.","David Naccache"
"Hash Chain.","Dwight Horne"
"Challenge-Response Identification.","Mike Just"
"Authentication, From an Information Theoretic Perspective.","Gregory A. Kabatiansky"
"Authentication, From an Information Theoretic Perspective.","Ben J. M. Smeets"
"Recipient Anonymity.","Gerrit Bleumer"
"Mersenne Prime.","Jerome A. Solinas"
"Sealed Storage.","Paul England"
"Triple DES.","Christophe De Cannière"
"Timing attack.","François Koeune"
"RC4.","Caroline Fontaine"
"Fair Exchange.","Matthias Schunter"
"Recursive Revoke.","Pierangela Samarati"
"Node Clone Defense.","Donggang Liu"
"Transport layer security (TLS).","Clemens Heinrich"
"Privacy of Outsourced Data.","Hakan Hacigümüs"
"Privacy of Outsourced Data.","Bijit Hore"
"Privacy of Outsourced Data.","Sharad Mehrotra"
"Chosen Plaintext and Chosen Ciphertext Attack.","Alex Biryukov"
"Response.","Carlisle Adams"
"Run.","Tor Helleseth"
"Trojan Horses, Computer Viruses and Worms.","Yvo Desmedt"
"Credential-Based Access Control.","Adam J. Lee"
"Access Control.","Gerald Brose"
"Data Remanence.","Markus Kuhn"
"RC5.","Helena Handschuh"
"Cut-and-Choose Protocol.","Claude Crépeau"
"Clip Scheme.","Peter Landrock"
"Sensor Code Attestation.","Yi Yang 0002"
"Sensor Code Attestation.","Sencun Zhu"
"Role-Based Access Control.","Vijay Alturi"
"Role-Based Access Control.","David F. Ferraiolo"
"Group Signatures.","Gerrit Bleumer"
"Penetration Testing.","Tom Caddy"
"Reverse Engineering of Malware Emulators.","Michalis Polychronakis"
"Cyclic Codes.","Pascale Charpin"
"Firewall.","Niels Provos"
"Microdata Masking Techniques.","Josep Domingo-Ferrer"
"Face Recognition from Still Images and Video.","Soma Biswas"
"Face Recognition from Still Images and Video.","Rama Chellappa"
"Replay Attack.","Carlisle Adams"
"Modes of Operation of a Block Cipher.","Bart Preneel"
"Claw-Free.","Burton S. Kaliski Jr."
"Preimage Resistance.","Bart Preneel"
"Uncoordinated Direct Sequence Spread Spectrum.","Srdjan Capkun"
"Identity Management.","Joe Pato"
"Zero-knowledge.","Berry Schoenmakers"
"FEAL.","Christophe De Cannière"
"Hardware Security Module.","Laurent Sustek"
"Permissions.","Dwight Horne"
"Biometric Matching.","B. V. K. Vijaya Kumar"
"Synchronous Stream Cipher.","Caroline Fontaine"
"Policy Composition.","Sabrina De Capitani di Vimercati"
"Quadratic Residuosity Problem.","Burt Kaliski"
"SHA-0, SHA-1, SHA-2 (Secure Hash Algorithm).","Helena Handschuh"
"Macrodata Protection.","Sara Foresti"
"Berlekamp-Massey algorithm.","Anne Canteaut"
"Cæsar Cipher.","Friedrich L. Bauer"
"Metrics of Software Security.","Guido Salvaneschi"
"Metrics of Software Security.","Paolo Salvaneschi"
"Bolero.net.","Peter Landrock"
"Trusted Third Party.","Carlisle Adams"
"Number Field Sieve for Factoring.","Alexander Kruppa"
"Number Field Sieve for Factoring.","Paul Leyland"
"EMV.","Marijke De Soete"
"EMV.","Michael Ward"
"Vigenére Encryption.","Friedrich L. Bauer"
"Microdata Protection.","Sara Foresti"
"Chosen Plaintext Attack.","Alex Biryukov"
"Fault Attack.","Olivier Benoît"
"Protection Rings.","Jeffrey J. Wiley"
"RC6.","Helena Handschuh"
"Secure Audit Logs.","Gerardo Pelosi"
"Decoding Algorithms.","Christiane Peters"
"Untraceability.","Gerrit Bleumer"
"Authentication.","Gregory A. Kabatiansky"
"Authentication.","Ben J. M. Smeets"
"De Bruijn Sequence.","Tor Helleseth"
"Information Theory.","Friedrich L. Bauer"
"Wiener, Boneh-Durfee, and May Attacks on the RSA Public Key Cryptosystem.","Glenn Durfee"
"Correcting-block attack.","Bart Preneel"
"One-Time Password.","Mohamed Omar Rayes"
"Prime Generation.","Anton Stiglic"
"Golomb'S Randomness Postulates.","Tor Helleseth"
"Optimal Extension Fields (OEFs).","Christof Paar"
"Binary Euclidean Algorithm.","Berk Sunar"
"Botnet Detection in Enterprise Networks.","Guofei Gu"
"CPU Denial of Service.","Michael E. Locasto"
"Applications of Formal Methods to Intrusion Detection.","Catherine A. Meadows"
"Attributes management.","Carlisle Adams"
"Sequences.","Tor Helleseth"
"Anonymous Routing.","Yi Yang 0002"
"Anonymous Routing.","Sencun Zhu"
"Biometric Encryption.","Ann Cavoukian"
"Biometric Encryption.","Alex Stoianov"
"Group Key Agreement.","Mike Burmester"
"Covert Channels.","Yvo Desmedt"
"Nonlinear Feedback Shift Register.","Caroline Fontaine"
"digital signature schemes.","Kazue Sako"
"Sensor Key Management.","Yi Yang 0002"
"Sensor Key Management.","Sencun Zhu"
"Time-memory tradeoffs.","Jean-Jacques Quisquater"
"Time-memory tradeoffs.","François-Xavier Standaert"
"Security of Group Communication in Wireless Mesh Networks.","Cristina Nita-Rotaru"
"Security of Group Communication in Wireless Mesh Networks.","Reza Curtmola"
"Security of Group Communication in Wireless Mesh Networks.","Jing Dong 0006"
"Adaptive Chosen Ciphertext Attack.","Alex Biryukov"
"Security Reduction.","Mehdi Tibouchi"
"Chinese Remainder Theorem.","Henk C. A. van Tilborg"
"Linear Consistency Attack.","Anne Canteaut"
"Fixed-Exponent Exponentiation.","André Weimerskirch"
"Biometric Sample Quality.","Krzysztof Kryszczuk"
"Biometric Sample Quality.","Jonas Richiardi"
"Android's Security Framework-Understanding the Security of Mobile Phone Platforms.","William Enck"
"Cramer-Shoup Public Key System.","Dan Boneh"
"Reed-Muller Codes.","Pascale Charpin"
"Traffic Analysis.","Scott E. Coull"
"Biometric Sensors.","Achint Thomas"
"Biometric Sensors.","Venu Govindaraju"
"Dynamic Analysis.","Mihai Christodorescu"
"Dynamic Analysis.","Vinod Ganapathy"
"Exhaustive Key Search.","Michael J. Wiener"
"Electronic Voting Schemes.","Kazue Sako"
"Product Cipher, Superencryption.","Alex Biryukov"
"Undeniable Signatures.","Gerrit Bleumer"
"Combination Generator.","Anne Canteaut"
"Post-Quantum Cryptography.","Daniel J. Bernstein"
"Polynomial Time.","Burt Kaliski"
"CEPS Standard.","Peter Landrock"
"Asymmetric Cryptosystem.","Burt Kaliski"
"Nonrepudiation of Digital Signatures.","Mike Just"
"Self-Synchronizing Stream Cipher.","Caroline Fontaine"
"Quantum Cryptography.","Gilles Brassard"
"Quantum Cryptography.","Claude Crépeau"
"Maa.","Bart Preneel"
"Multiple Encryption.","Alex Biryukov"
"Algebraic Immunity of Boolean Functions.","Claude Carlet"
"Threshold Homomorphic Cryptosystems.","Berry Schoenmakers"
"Fermat's Little Theorem.","Moses D. Liskov"
"Smartcard Tamper Resistance.","Markus Kuhn"
"Anonymity.","Gerrit Bleumer"
"Common Criteria, From a Security Policies Perspective.","Paolo Salvaneschi"
"Gröbner Basis.","David Naccache"
"Forgery.","Gerrit Bleumer"
"Elliptic Curve Keys.","Darrel Hankerson"
"Elliptic Curve Keys.","Alfred Menezes"
"Substitutions and Permutations.","Friedrich L. Bauer"
"Security Evaluation Criteria.","Tom Caddy"
"Virus Protection.","Pavan Verma"
"Resynchronization Attack.","Alex Biryukov"
"Moore's Law.","Burt Kaliski"
"A5/1.","Anne Canteaut"
"Needham-Schroeder Protocols.","Mike Just"
"Davies-Meyer Hash Function.","Bart Preneel"
"Phenotyping.","David Naccache"
"Trapdoor One-Way Function.","Matthew J. B. Robshaw"
"Trusted Platform Module.","Thomas Morris"
"Signature Biometrics.","Patrizio Campisi"
"Signature Biometrics.","Emanuele Maiorana"
"Signature Biometrics.","Alessandro Neri 0001"
"PKI.","Marijke De Soete"
"Registration Authority.","Peter Landrock"
"TWOFISH.","Christophe De Cannière"
"RSA Factoring Challenge.","Burt Kaliski"
"Communication Channel Anonymity.","Gerrit Bleumer"
"Clock-Controlled Generator.","Caroline Fontaine"
"Probabilistic Public-Key Encryption.","Kazue Sako"
"Protocol Cookies.","Debbie Cook"
"Electronic Wallet.","Gerrit Bleumer"
"Commitment.","Claude Crépeau"
"Generalized Mersenne Prime.","Jerome A. Solinas"
"Secure Coprocessor.","Sean W. Smith"
"Correlation Attack for Stream Ciphers.","Anne Canteaut"
"Exponentiation Algorithms.","Christof Paar"
"Access Matrix.","Sabrina De Capitani di Vimercati"
"Pairing-Friendly Elliptic Curves.","Edlyn Teske"
"Elliptic Curve Key Agreement Schemes.","Darrel Hankerson"
"Elliptic Curve Key Agreement Schemes.","Alfred Menezes"
"Kasumi/Misty1.","Christophe De Cannière"
"Skipjack.","Alex Biryukov"
"OAEP: Optimal Asymmetric Encryption Padding.","David Pointcheval"
"Mondex.","Peter Landrock"
"HTTP Authentication.","Jörg Schwenk"
"Cut-and-choose protocol.","Claude Crépeau"
"Attestation.","Sean W. Smith"
"CMAC.","Bart Preneel"
"Location Information (Privacy of).","Claudio A. Ardagna"
"Subgroup.","Burt Kaliski"
"FIPS 140-2.","Tom Caddy"
"Strong RSA Assumption.","Dan Boneh"
"IPsec.","Patrick D. McDaniel"
"Pseudo-Mersenne Prime.","Jerome A. Solinas"
"Key Agreement.","Mike Just"
"Root of Trust.","William D. Casper"
"Root of Trust.","Stephen M. Papa"
"BLS Short Digital Signatures.","Dan Boneh"
"MAA.","Bart Preneel"
"Collision Resistance.","Bart Preneel"
"Decryption Exponent.","Burton S. Kaliski Jr."
"User Authentication.","Carlisle Adams"
"Enigma.","Arkadiusz Orlowski"
"Secure Element.","Marc Vauclair"
"Secure Code Dissemination in Wireless Sensor Networks.","Sangwon Hyun"
"Secure Code Dissemination in Wireless Sensor Networks.","Peng Ning"
"Linear Cryptanalysis for Stream Ciphers.","Anne Canteaut"
"Security of Wireless Mesh Networks (General Overview).","Reza Curtmola"
"Security of Wireless Mesh Networks (General Overview).","Jing Dong 0006"
"Security of Wireless Mesh Networks (General Overview).","Cristina Nita-Rotaru"
"Key.","Friedrich L. Bauer"
"McEliece Public Key Cryptosystem.","Nicolas Sendrier"
"MIPS-Year.","Burton S. Kaliski Jr."
"Session Hijacking Attacks.","Martin Johns"
"DES-X (or DESX).","Alex Biryukov"
"Serpent.","Christophe De Cannière"
"Jamming Attack Defense.","Wenyuan Xu"
"Dynamic Root of Trust.","Sean W. Smith"
"Fingerprinting.","Alexander Barg"
"Fingerprinting.","Gregory A. Kabatiansky"
"Physical Security.","François-Xavier Standaert"
"Physical Security.","Jean-Jacques Quisquater"
"Discrete Logarithm Problem.","Daniel Gordon"
"Factoring Circuits.","Arjen K. Lenstra"
"Data encryption standard (DES).","Alex Biryukov"
"Data encryption standard (DES).","Christophe De Cannière"
"Linear Feedback Shift Register.","Anne Canteaut"
"Binary Exponentiation.","Bodo Möller"
"Biba Model.","Jonathan K. Millen"
"Edwards Curves.","Tanja Lange 0001"
"ARIA.","Sebastiaan Indesteege"
"SIM/UICC.","Marijke De Soete"
"AHS Competition/SHA-3.","Bart Preneel"
"Security.","Friedrich L. Bauer"
"Conceptual Design of Secure Databases.","Günther Pernul"
"Conceptual Design of Secure Databases.","Moritz Riesner"
"Vernam Cipher.","Friedrich L. Bauer"
"Elliptic Curve Method.","Paul Zimmermann"
"Irreducible Polynomial.","Burt Kaliski"
"S/MIME.","Peter Landrock"
"Web Service Security.","Ernesto Damiani"
"HTTP Session Security.","Andrew Clark"
"Second Preimage Resistance.","Bart Preneel"
"Secure Multiparty Computation (SMC).","Keith B. Frikken"
"Cookie.","Michael T. Hunter"
"Montgomery Arithmetic.","Çetin Kaya Koç"
"Protected Mode.","Mohamed Omar Rayes"
"Tamper Detection.","Tom Caddy"
"Jacobi Symbol.","Burt Kaliski"
"Key Encryption Key.","Peter Landrock"
"ABA digital signature guidelines.","Peter Landrock"
"Palmprint Recognition.","David Zhang 0001"
"Palmprint Recognition.","Feng Yue"
"Palmprint Recognition.","Wangmeng Zuo"
"Collision Attack.","Bart Preneel"
"Web Single Sign On and SAML.","Frédérique Biennier"
"Trusted Computing Platform Alliance.","Scott A. Rotondo"
"Security of Distance Bounding Protocols.","Srdjan Capkun"
"NESSIE Project.","Bart Preneel"
"Digital Signature Standard.","Dan Boneh"
"Public Key Infrastructure.","Peter Landrock"
"Slide Attack.","Alex Biryukov"
"Field Polynomial.","Burton S. Kaliski Jr."
"Adversarial/External Knowledge (Privacy in the Presence of).","Kristen LeFevre"
"Adversarial/External Knowledge (Privacy in the Presence of).","Bee-Chung Chen"
"RSA Digital Signature Scheme.","Burt Kaliski"
"Trust Models.","Sharon Boeyen"
"Triple-DES.","Christophe De Cannière"
"Integer Factoring.","Arjen K. Lenstra"
"Prime number.","Anton Stiglic"
"Shortest Vector Problem.","Daniele Micciancio"
"Formal Methods in Certification and Evaluation.","Catherine A. Meadows"
"Encryption.","Friedrich L. Bauer"
"Elliptic Curve Cryptography.","Darrel Hankerson"
"Elliptic Curve Cryptography.","Alfred Menezes"
"Torus-Based Cryptography.","Elisa Gorla"
"Header-Based Attacks.","Serge Fenet"
"Pseudo-Noise Sequences (PN-Sequences).","Tor Helleseth"
"Acquirer.","Peter Landrock"
"Zero-Knowledge.","Berry Schoenmakers"
"Sender Anonymity.","Gerrit Bleumer"
"Multilevel Database.","Pierangela Samarati"
"Multilevel Database.","Giovanni Livraga"
"Overspending Prevention.","Gerrit Bleumer"
"Chroot Jail.","Lee D. McFearin"
"GOST.","Christophe De Cannière"
"Chaffing and Winnowing.","Gerrit Bleumer"
"Fiat-Shamir Identification Protocol and the Feige-Fiat-Shamir Signature Scheme.","Yvo Desmedt"
"Compromising Emanations.","Markus Kuhn"
"Fast Correlation Attack.","Anne Canteaut"
"Generic Attacks Against DLP.","Daniel M. Gordon"
"Subexponential Time.","Burt Kaliski"
"Reverse Public Key Encryption.","David Naccache"
"Trojan Horses, Computer Viruses, and Worms.","Yvo Desmedt"
"DeBruijn sequence.","Tor Helleseth"
"Copy Protection.","Gerrit Bleumer"
"Rabin Cryptosystem.","David Pointcheval"
"Gap.","Tor Helleseth"
"Chinese Wall Model.","Ebru Celikel Cankaya"
"CPS, Certificate Practice Statement.","Torben P. Pedersen"
"Two-Factor Authentication.","Marijke De Soete"
"Attribute Certificate.","Marijke De Soete"
"Binary exponentiation.","Bodo Möller"
"Jamming Resistance.","Srdjan Capkun"
"Intrusion Detection in Ad Hoc Networks.","Qijun Gu"
"Diffie-Hellman Key Agreement.","Mike Just"
"Elliptic Curves.","Darrel Hankerson"
"Elliptic Curves.","Alfred Menezes"
"Discretionary Access Control Policies (DAC).","Sabrina De Capitani di Vimercati"
"Miss-in-the-Middle Attack.","Alex Biryukov"
"Multivariate Cryptography.","Louis Goubin"
"Multivariate Cryptography.","Jacques Patarin"
"Multivariate Cryptography.","Bo-Yin Yang"
"Polyinstantiation.","Sabrina De Capitani di Vimercati"
"Polyinstantiation.","Pierangela Samarati"
"Control Vectors.","Peter Landrock"
"Least Common Multiple.","Scott Contini"
"PKCS.","Peter Landrock"
"Levels of Trust.","Stephen M. Papa"
"Levels of Trust.","William D. Casper"
"Administrative Policies in SQL.","Alessandro Campi"
"Administrative Policies in SQL.","Stefano Paraboschi"
"Maxims.","Friedrich L. Bauer"
"Public Key Cryptography.","Kazue Sako"
"Impersonation Attack.","Carlisle Adams"
"NSA Suite B.","Darrel Hankerson"
"NSA Suite B.","Alfred Menezes"
"Network Bandwidth Denial of Service (DoS).","Angelos D. Keromytis"
"Grant Option.","Sabrina De Capitani di Vimercati"
"Grant Option.","Giovanni Livraga"
"RSA Problem.","Ronald L. Rivest"
"RSA Problem.","Burton S. Kaliski Jr."
"Linear Cryptanalysis for Block Ciphers.","Alex Biryukov"
"Linear Cryptanalysis for Block Ciphers.","Christophe De Cannière"
"Cold-Boot Attacks.","Nadia Heninger"
"Type Checking and Security.","Catherine A. Meadows"
"Rabin Digital Signature Scheme.","Dan Boneh"
"Blum Integer.","Burton S. Kaliski Jr."
"Nonmalleability.","Cynthia Dwork"
"Shrinking Generator.","Caroline Fontaine"
"Pseudo-Noise Sequence (PN-Sequence).","Tor Helleseth"
"HTTP Digest Authentication.","Italo Dacosta"
"Probabilistic Key Sharing.","Donggang Liu"
"Modular Arithmetic.","Scott Contini"
"Modular Arithmetic.","Çetin Kaya Koç"
"Modular Arithmetic.","Colin D. Walter"
"Web-Based Security Protocols.","William Stallings"
"Non-Malleability.","Cynthia Dwork"
"Blind Signature.","Gerrit Bleumer"
"Elliptic Curve Point Multiplication Using Halving.","Darrel Hankerson"
"Elliptic Curve Point Multiplication Using Halving.","Alfred Menezes"
"Safe Prime.","Anton Stiglic"
"Biometrics for Identity Management and Fields of Application.","Elisabeth de Leeuw"
"Formal Methods for the Orange Book.","Jonathan K. Millen"
"Digital Signature Scheme Based on McEliece.","Matthieu Finiasz"
"Digital Signature Scheme Based on McEliece.","Nicolas Sendrier"
"Factorization Circuits.","Daniel J. Bernstein"
"Second preimage resistance.","Bart Preneel"
"Security of Cognitive Radios.","Jung-Min ""Jerry"" Park"
"Security of Cognitive Radios.","Kaigui Bian"
"Blowfish.","Christophe De Cannière"
"Key Escrow.","Mike Just"
"Aggregate Signatures.","Dan Boneh"
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","Hideki Imai"
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","Atsuhiro Yamagishi"
"Master Key.","Carlisle Adams"
"Cover Story.","Frédéric Cuppens"
"Cover Story.","Nora Cuppens-Boulahia"
"Schnorr Digital Signature Scheme.","Dan Boneh"
"Verifiable Secret Sharing.","Berry Schoenmakers"
"Sieving.","Burt Kaliski"
"Pseudo-random number generator.","François Koeune"
"HMAC.","Bart Preneel"
"Designated Confirmer Signature.","Gerrit Bleumer"
"Identity-Based Cryptosystems.","Benoît Libert"
"Identity-Based Cryptosystems.","Jean-Jacques Quisquater"
"Temperature Attack.","David Naccache"
"RSA Public-Key Encryption.","David Pointcheval"
"PKIX, Public Key Infrastructure (X.509).","Torben Pedersen"
"Station-to-Station Protocol.","Yvo Desmedt"
"Block Ciphers.","Lars R. Knudsen"
"Pairing-Based Key Exchange.","Tanja Lange 0001"
"Worms in Cellular Networks.","Guohong Cao"
"Worms in Cellular Networks.","Zhichao Zhu"
"Differential Power Analysis.","Tom Caddy"
"Quadratic Residue.","Burt Kaliski"
"Witness Hiding.","Berry Schoenmakers"
"Tamper Resistance.","Tom Caddy"
"NTRU.","William Whyte"
"NTRU.","Jeffrey Hoffstein"
"Control Vector.","Marijke De Soete"
"Playfair Cipher.","Friedrich L. Bauer"
"Prime Number.","Anton Stiglic"
"Multiprecision Multiplication.","Berk Sunar"
"Electronic Negotiable Instruments.","Peter Landrock"
"Certificate.","Carlisle Adams"
"Time-stamping.","Stuart Haber"
"Time-stamping.","Henri Massias"
"Paillier Encryption and Signature Schemes.","Pascal Paillier"
"TPM.","David Challener"
"Hash Functions.","Bart Preneel"
"Goldwasser-Micali Encryption Scheme.","Kazue Sako"
"Physical Attacks.","Kerstin Lemke"
"Physical Attacks.","Christof Paar"
"Trusted Boot.","William D. Casper"
"Trusted Boot.","Stephen M. Papa"
"Key Authentication.","Robert J. Zuccherato"
"Golomb's Randomness Postulates.","Tor Helleseth"
"Stream Cipher.","Anne Canteaut"
"Proximity Card.","Marc Vauclair"
"PEM, Privacy Enhanced Mail.","Torben P. Pedersen"
"Secure Device Pairing.","Ming Li 0003"
"Secure Device Pairing.","Wenjing Lou"
"Secure Device Pairing.","Kui Ren 0001"
"Biometrics: Terms and Definitions.","Evangelia Micheli-Tzanakou"
"Biometrics: Terms and Definitions.","Konstantinos N. Plataniotis"
"Hand Geometry Recognition.","David Zhang 0001"
"Hand Geometry Recognition.","Vivek Kanhangad"
"Maurer's Method.","Moses D. Liskov"
"PRESENT - Block Cipher.","Lars R. Knudsen"
"PRESENT - Block Cipher.","Gregor Leander"
"Adaptive Chosen Plaintext Attack.","Alex Biryukov"
"Differential Cryptanalysis.","Eli Biham"
"Content-Based and View-Based Access Control.","Arnon Rosenthal"
"Content-Based and View-Based Access Control.","Edward Sciore"
"Secure Data Aggregation.","Wensheng Zhang 0001"
"Payment card.","Peter Landrock"
"Electronic payment.","Gerrit Bleumer"
"Porta Encryption.","Friedrich L. Bauer"
"Karatsuba Algorithm.","André Weimerskirch"
"Closest Vector Problem.","Daniele Micciancio"
"Privacy-Aware Languages.","Claudio A. Ardagna"
"DNS-Based Botnet Detection.","Brent ByungHoon Kang"
"Least Privilege.","Sabrina De Capitani di Vimercati"
"TSS.","David Challener"
"SQL Injection Attacks.","Alessandro Orso"
"Universal One-Way Hash Functions (UOWHF).","Bart Preneel"
"Secure Routing Protocols.","Qijun Gu"
"Deniable encryption.","Yvo Desmedt"
"Mars.","Christophe De Cannière"
"Traitor Tracing.","Benny Pinkas"
"Broadcast Authentication from an Information Theoretic Perspective.","Yvo Desmedt"
"Broadcast Authentication from an Information Theoretic Perspective.","Goce Jakimoski"
"Search over Encrypted Data.","Ali Bagherzandi"
"Search over Encrypted Data.","Bijit Hore"
"Search over Encrypted Data.","Sharad Mehrotra"
"Md4-Md5.","Antoon Bosselaers"
"ECC Challenges.","Darrel Hankerson"
"ECC Challenges.","Alfred Menezes"
"Smoothness Probability.","Arjen K. Lenstra"
"Twin Signatures.","David Naccache"
"Virtual Machine Introspection.","Bryan D. Payne"
"SEAL.","Caroline Fontaine"
"Running-key.","Anne Canteaut"
"RSA factoring challenge.","Burton S. Kaliski Jr."
"Keeloq.","Thomas Eisenbarth 0001"
"Keeloq.","Timo Kasper"
"Keeloq.","Christof Paar"
"Keeloq.","Sebastiaan Indesteege"
"Tiger.","Sebastiaan Indesteege"
"CBC-MAC and Variants.","Bart Preneel"
"Maximal-Length Sequences.","Tor Helleseth"
"Protocol.","Berry Schoenmakers"
"HTTPS, Secure HTTPS.","Torben P. Pedersen"
"Linear Congruential Generator.","Caroline Fontaine"
"Secure Vehicular Communication Systems.","Panos Papadimitratos"
"Secure Vehicular Communication Systems.","Jean-Pierre Hubaux"
"Security Standards Activities.","Russell Housley"
"IPES.","Alex Biryukov"
"Special-Purpose Cryptanalytical Hardware.","Christof Paar"
"Overspender Detection.","Gerrit Bleumer"
"Timing Attack.","François Koeune"
"HTTPS, HTTP over TLS.","Torben Pedersen"
