"title","type","publisher","journal","month","year","language","booktitle","volume","pages","ee" 
"Radio Fingerprinting.","incollection","","","","2011","spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","1015","https://doi.org/10.1007/978-1-4419-5906-5_1179"
"Binomial Distribution.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_28"
"Greatest Common Factor.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","519","https://doi.org/10.1007/978-1-4419-5906-5_1151"
"LFSR.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","720","https://doi.org/10.1007/978-1-4419-5906-5_1107"
"Elliptic Curve Method for Factoring.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","401-403","https://doi.org/10.1007/978-1-4419-5906-5_401"
"Biometric Technologies and Security - International Biometric Standards Development Activities.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","124-130","https://doi.org/10.1007/978-1-4419-5906-5_736"
"E-Privacy.","incollection","","","",1996,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","424-426","https://doi.org/10.1007/978-1-4419-5906-5_900"
"Digital Certificate.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","342","https://doi.org/10.1007/978-1-4419-5906-5_1090"
"Elliptic Curve Discrete Logarithm Problem.","incollection","","","",2008,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_132"
"Lattice-Based Cryptography.","incollection","","","",1996,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","713-715","https://doi.org/10.1007/978-1-4419-5906-5_417"
"Designated-Verifier Proofs.","incollection","","","",1995,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","330-331","https://doi.org/10.1007/978-1-4419-5906-5_4"
"Integrity Model.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","618","https://doi.org/10.1007/978-1-4419-5906-5_1337"
"Filter Generator.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_165"
"Flow Blocking.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","489","https://doi.org/10.1007/978-1-4419-5906-5_1012"
"QRP.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1003","https://doi.org/10.1007/978-1-4419-5906-5_1409"
"Relationship Anonymity.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1041","https://doi.org/10.1007/978-1-4419-5906-5_1029"
"Security for Mashups.","incollection","","","",2020,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","1146-1147","https://doi.org/10.1007/978-1-4419-5906-5_660"
"Environmental Attacks.","incollection","","","","2011","english","Encyclopedia of Cryptography and Security (2nd Ed.)","","423","https://doi.org/10.1007/978-1-4419-5906-5_1044"
"Cryptographic Puzzles.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","283","https://doi.org/10.1007/978-1-4419-5906-5_1059"
"SPKI.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1243-1245","https://doi.org/10.1007/978-1-4419-5906-5_135"
"Network Capabilities.","incollection","","","",2008,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","838-840","https://doi.org/10.1007/978-1-4419-5906-5_272"
"Formal Methods.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","494","https://doi.org/10.1007/978-1-4419-5906-5_1365"
"Deobfuscating Malware.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","328","https://doi.org/10.1007/978-1-4419-5906-5_1364"
"Key Generation Using Physical Properties of Wireless Communication.","incollection","","","",2017,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","682-683","https://doi.org/10.1007/978-1-4419-5906-5_55"
"Distinguishing Attacks.","incollection","","","",2018,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","358-359","https://doi.org/10.1007/978-1-4419-5906-5_345"
"Buffer Overflow Attacks.","incollection","","","",1999,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","174-177","https://doi.org/10.1007/978-1-4419-5906-5_502"
"Wireless Device Fingerprinting.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1388-1390","https://doi.org/10.1007/978-1-4419-5906-5_52"
"Authenticated encryption.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_15"
"Number Theory.","incollection","","","",2019,"italian","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_282"
"One-Way Function.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_287"
"Maximal-Length Linear Sequence.","incollection","","","",1996,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_247"
"Message Authentication Algorithm.","incollection","","","","2011","english","Encyclopedia of Cryptography and Security (2nd Ed.)","","775","https://doi.org/10.1007/978-1-4419-5906-5_1195"
"Digital Signature Schemes from Codes.","incollection","","","",2019,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","344-347","https://doi.org/10.1007/978-1-4419-5906-5_379"
"Collaborative DoS Defenses.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","217-220","https://doi.org/10.1007/978-1-4419-5906-5_263"
"ElGamal Digital Signature Scheme.","incollection","","","",2008,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","395-396","https://doi.org/10.1007/978-1-4419-5906-5_147"
"Merkle-Hash-Trees Signatures.","incollection","","","","2011","spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","774","https://doi.org/10.1007/978-1-4419-5906-5_1132"
"Denial of Service (DoS).","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","323","https://doi.org/10.1007/978-1-4419-5906-5_1063"
"Human Ear Recognition.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","570","https://doi.org/10.1007/978-1-4419-5906-5_1266"
"Derived key.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_103"
"Computational Puzzles.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","244-245","https://doi.org/10.1007/978-1-4419-5906-5_264"
"IBE.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","583","https://doi.org/10.1007/978-1-4419-5906-5_1021"
"Clark and Wilson Model.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","208-209","https://doi.org/10.1007/978-1-4419-5906-5_814"
"ECPP.","incollection","","","","2011","french","Encyclopedia of Cryptography and Security (2nd Ed.)","","380","https://doi.org/10.1007/978-1-4419-5906-5_1145"
"Keylogging.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","691","https://doi.org/10.1007/978-1-4419-5906-5_782"
"Classical Cryptosystem.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","209","https://doi.org/10.1007/978-1-4419-5906-5_1137"
"Rijndael/AES.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_358"
"Truncated Differentials.","incollection","","","",1990,"afrikaans","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_439"
"ARP Poison Routing (APR).","incollection","","","","2011","spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","47","https://doi.org/10.1007/978-1-4419-5906-5_1001"
"Web Penetration Test.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1374","https://doi.org/10.1007/978-1-4419-5906-5_1232"
"Solitaire.","incollection","","","",1981,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1229-1230","https://doi.org/10.1007/978-1-4419-5906-5_479"
"XSS.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1399","https://doi.org/10.1007/978-1-4419-5906-5_1226"
"Broadcast Stream Authentication.","incollection","","","","2011","italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","174","https://doi.org/10.1007/978-1-4419-5906-5_1098"
"Chosen Prefix Attack.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","206","https://doi.org/10.1007/978-1-4419-5906-5_1187"
"Entity Authentication.","incollection","","","",1997,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","420-421","https://doi.org/10.1007/978-1-4419-5906-5_76"
"ECM.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","380","https://doi.org/10.1007/978-1-4419-5906-5_1126"
"Cube Attack.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","289-290","https://doi.org/10.1007/978-1-4419-5906-5_342"
"Secure Routing in Wireless Mesh Networks.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1126-1130","https://doi.org/10.1007/978-1-4419-5906-5_884"
"Strong Exclusion.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1265","https://doi.org/10.1007/978-1-4419-5906-5_1346"
"Application-Level Denial of Service.","incollection","","","",2011,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","42-44","https://doi.org/10.1007/978-1-4419-5906-5_262"
"Rights Management.","incollection","","","",1999,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_356"
"Access Control Lists.","incollection","","","",2001,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","9-12","https://doi.org/10.1007/978-1-4419-5906-5_770"
"Interpolation Attack.","incollection","","","",2013,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","620","https://doi.org/10.1007/978-1-4419-5906-5_584"
"Passport Security.","incollection","","","",2021,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","913-916","https://doi.org/10.1007/978-1-4419-5906-5_129"
"Share.","incollection","","","",1987,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1195-1196","https://doi.org/10.1007/978-1-4419-5906-5_391"
"Cramer-Shoup Public-Key System.","incollection","","","",2022,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","269-270","https://doi.org/10.1007/978-1-4419-5906-5_144"
"Privacy Protection in Biometric Systems.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","969","https://doi.org/10.1007/978-1-4419-5906-5_1257"
"ISO 15408 CC - Common Criteria.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","648","https://doi.org/10.1007/978-1-4419-5906-5_1028"
"Stream and Multicast Authentication.","incollection","","","",2005,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1260-1263","https://doi.org/10.1007/978-1-4419-5906-5_329"
"CCIT2-code.","incollection","","","",2018,"italian","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_47"
"Vigenère Encryption.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1360","https://doi.org/10.1007/978-1-4419-5906-5_178"
"Certificate of Primality.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_51"
"IP Traceback.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","632-634","https://doi.org/10.1007/978-1-4419-5906-5_268"
"Palmprint Authentication.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","909","https://doi.org/10.1007/978-1-4419-5906-5_1272"
"Karatsuba algorithm.","incollection","","","",1997,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_214"
"Online Analytical Processing.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","888","https://doi.org/10.1007/978-1-4419-5906-5_1296"
"Authentication token.","incollection","","","",2005,"italian","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_17"
"Logic-Based Authorization Languages.","incollection","","","",2019,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","734-736","https://doi.org/10.1007/978-1-4419-5906-5_821"
"Crypto Machines.","incollection","","","",2019,"spanish","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_88"
"Cryptophthora.","incollection","","","",2000,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","284","https://doi.org/10.1007/978-1-4419-5906-5_891"
"ISO/IEC 15408.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","648","https://doi.org/10.1007/978-1-4419-5906-5_1338"
"Uncoordinated Frequency Hopping Spread Spectrum.","incollection","","","",2002,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1346","https://doi.org/10.1007/978-1-4419-5906-5_65"
"Speaker Recognition.","incollection","","","",1994,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","1232-1242","https://doi.org/10.1007/978-1-4419-5906-5_747"
"SQL Access Control Model.","incollection","","","",1994,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1248-1251","https://doi.org/10.1007/978-1-4419-5906-5_690"
"Proof-Carrying Code.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","984-986","https://doi.org/10.1007/978-1-4419-5906-5_864"
"CAST.","incollection","","","",1984,"french","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_45"
"MAC Algorithms.","incollection","","","",2008,"afrikaans","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_240"
"Biometric Keys.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","98","https://doi.org/10.1007/978-1-4419-5906-5_1380"
"Davies-Meyer.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","312-313","https://doi.org/10.1007/978-1-4419-5906-5_569"
"Data Mining (Privacy in).","incollection","","","",1983,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","303-306","https://doi.org/10.1007/978-1-4419-5906-5_751"
"Statistical Databases.","incollection","","","",2018,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","1256-1260","https://doi.org/10.1007/978-1-4419-5906-5_767"
"Homomorphic Encryption.","incollection","","","",1989,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","560-562","https://doi.org/10.1007/978-1-4419-5906-5_870"
"Schnorr Identification Protocol.","incollection","","","",2021,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","1083","https://doi.org/10.1007/978-1-4419-5906-5_95"
"Entity Authentication Protocol.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","421","https://doi.org/10.1007/978-1-4419-5906-5_1329"
"Access Pattern.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","17-20","https://doi.org/10.1007/978-1-4419-5906-5_670"
"Nonrepudiation.","incollection","","","",2003,"italian","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_277"
"CPU Starvation.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","269","https://doi.org/10.1007/978-1-4419-5906-5_1062"
"Primitive Element.","incollection","","","",2013,"english","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_315"
"Cast.","incollection","","","",1984,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","182-183","https://doi.org/10.1007/978-1-4419-5906-5_554"
"Point Counting.","incollection","","","",2010,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","942-944","https://doi.org/10.1007/978-1-4419-5906-5_257"
"Consistency Verification of Security Policy.","incollection","","","","2011","english","Encyclopedia of Cryptography and Security (2nd Ed.)","","249","https://doi.org/10.1007/978-1-4419-5906-5_1400"
"Berlekamp ","incollection","","","",2001,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","79","https://doi.org/10.1007/978-1-4419-5906-5_395"
"Web Vulnerability Assessment.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1383","https://doi.org/10.1007/978-1-4419-5906-5_1233"
"Kerberos.","incollection","","","",2014,"afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","673-674","https://doi.org/10.1007/978-1-4419-5906-5_113"
"Denial-of-Service Detection.","incollection","","","",2021,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","323-328","https://doi.org/10.1007/978-1-4419-5906-5_266"
"UMTS IC Card.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1345","https://doi.org/10.1007/978-1-4419-5906-5_1087"
"NFC.","incollection","","","",2002,"english","Encyclopedia of Cryptography and Security (2nd Ed.)","","840-842","https://doi.org/10.1007/978-1-4419-5906-5_295"
"Radiometric Identification.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1021","https://doi.org/10.1007/978-1-4419-5906-5_1181"
"k-Anonymity.","incollection","","","",2007,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","663-666","https://doi.org/10.1007/978-1-4419-5906-5_754"
"Man-in-the-Middle Attack.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_241"
"GCD.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","509","https://doi.org/10.1007/978-1-4419-5906-5_1150"
"SET.","incollection","","","",2015,"italian","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_387"
"Anonymous Communication.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","39","https://doi.org/10.1007/978-1-4419-5906-5_1213"
"Trojan.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1319","https://doi.org/10.1007/978-1-4419-5906-5_1321"
"Perfect Forward Secrecy.","incollection","","","",2015,"spanish","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_298"
"Web Application Security.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1372","https://doi.org/10.1007/978-1-4419-5906-5_1366"
"Tamper Evidence.","incollection","","","",2001,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1277-1278","https://doi.org/10.1007/978-1-4419-5906-5_713"
"Number Field Sieve for the DLP.","incollection","","","",2018,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","867-873","https://doi.org/10.1007/978-1-4419-5906-5_834"
"Generic Model.","incollection","","","",2003,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","512-513","https://doi.org/10.1007/978-1-4419-5906-5_507"
"Differential Privacy.","incollection","","","",1990,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","338-340","https://doi.org/10.1007/978-1-4419-5906-5_752"
"Berlekamp-Massey Algorithm.","incollection","","","",1993,"italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","80","https://doi.org/10.1007/978-1-4419-5906-5_335"
"Blackmailing Attacks.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","148","https://doi.org/10.1007/978-1-4419-5906-5_889"
"De-Skewing.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","331","https://doi.org/10.1007/978-1-4419-5906-5_1177"
"Network DoS.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","840","https://doi.org/10.1007/978-1-4419-5906-5_1066"
"Buffer Overrun.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","177","https://doi.org/10.1007/978-1-4419-5906-5_1170"
"Security of Web Browser Scripting Languages.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1163","https://doi.org/10.1007/978-1-4419-5906-5_1230"
"Everywhere Second Preimage Resistant Hash Function (esec).","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","430","https://doi.org/10.1007/978-1-4419-5906-5_1211"
"Anti-Jamming Strategy.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","42","https://doi.org/10.1007/978-1-4419-5906-5_1217"
"Access Control Policies, Models, and Mechanisms.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","13-14","https://doi.org/10.1007/978-1-4419-5906-5_806"
"HTTP Basic Authentication.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","565","https://doi.org/10.1007/978-1-4419-5906-5_1228"
"Access Control from an OS Security Perspective.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","7-9","https://doi.org/10.1007/978-1-4419-5906-5_769"
"Information Integrity.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","607","https://doi.org/10.1007/978-1-4419-5906-5_1113"
"Human Ear Verification.","incollection","","","","2011","italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","570","https://doi.org/10.1007/978-1-4419-5906-5_1267"
"Correcting-Block Attack.","incollection","","","",2011,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","259-260","https://doi.org/10.1007/978-1-4419-5906-5_566"
"Public-Key Cryptosystem.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","1001","https://doi.org/10.1007/978-1-4419-5906-5_1120"
"Malware Behavior Clustering.","incollection","","","",2001,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","751-752","https://doi.org/10.1007/978-1-4419-5906-5_848"
"Elliptic Curve Signature Schemes.","incollection","","","",2012,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","407-408","https://doi.org/10.1007/978-1-4419-5906-5_251"
"Time-Memory Trade-offs.","incollection","","","",2004,"french","Encyclopedia of Cryptography and Security (2nd Ed.)","","1297-1299","https://www.wikidata.org/entity/Q58765161"
"ISO-9796 Signature Standards.","incollection","","","",1997,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","649-650","https://doi.org/10.1007/978-1-4419-5906-5_512"
"Inversion attack.","incollection","","","",1990,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_206"
"Proton.","incollection","","","",2014,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_324"
"Standard Model.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1253","https://doi.org/10.1007/978-1-4419-5906-5_518"
"Dynamic Separation of Duties.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","369","https://doi.org/10.1007/978-1-4419-5906-5_1341"
"Cryptrec.","incollection","","","",2015,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_91"
"Cryptography on Reconfigurable Devices.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","283","https://doi.org/10.1007/978-1-4419-5906-5_1092"
"ML-Sequence.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","788","https://doi.org/10.1007/978-1-4419-5906-5_1108"
"Side-Channel Leakage.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1205","https://doi.org/10.1007/978-1-4419-5906-5_1388"
"Microdata Disclosure Protection.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","778","https://doi.org/10.1007/978-1-4419-5906-5_1291"
"MILS.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","785","https://doi.org/10.1007/978-1-4419-5906-5_1372"
"Flexible Authorization Framework (FAF).","incollection","","","",2004,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","486-489","https://doi.org/10.1007/978-1-4419-5906-5_818"
"Multilevel Security Policies.","incollection","","","",2020,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","811-812","https://doi.org/10.1007/978-1-4419-5906-5_824"
"ECC.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","379","https://doi.org/10.1007/978-1-4419-5906-5_1047"
"NTRUSign.","incollection","","","","2011","italian","Encyclopedia of Cryptography and Security (2nd Ed.)","","861","https://doi.org/10.1007/978-1-4419-5906-5_1162"
"Summation Generator.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1270","https://doi.org/10.1007/978-1-4419-5906-5_375"
"CCIT2-Code.","incollection","","","",2006,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","188","https://doi.org/10.1007/978-1-4419-5906-5_163"
"Mandatory Access Control.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","756-758","https://doi.org/10.1007/978-1-4419-5906-5_784"
"Intrusion Detection.","incollection","","","",2019,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_204"
"Malware Detection.","incollection","","","",2020,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","752-755","https://doi.org/10.1007/978-1-4419-5906-5_838"
"Conceptual Modeling.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","248","https://doi.org/10.1007/978-1-4419-5906-5_1238"
"Identity Verification Protocol.","incollection","","","",2018,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_195"
"Barrett's Algorithm.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","71","https://doi.org/10.1007/978-1-4419-5906-5_501"
"Authorization architecture.","incollection","","","",2017,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_18"
"Function Field Sieve.","incollection","","","",2022,"spanish","Encyclopedia of Cryptography and Security (2nd Ed.)","","501-502","https://doi.org/10.1007/978-1-4419-5906-5_450"
"Error-Correcting Cyclic Codes.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","426","https://doi.org/10.1007/978-1-4419-5906-5_1105"
"Web Cache Poisoning Attacks.","incollection","","","",2022,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1373","https://doi.org/10.1007/978-1-4419-5906-5_666"
"Program Verification and Security.","incollection","","","",1999,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","981-983","https://doi.org/10.1007/978-1-4419-5906-5_863"
"SYN Cookie Defense.","incollection","","","",1984,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1271-1273","https://doi.org/10.1007/978-1-4419-5906-5_275"
"Combination generator.","incollection","","","",1981,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_70"
"DHP.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","331","https://doi.org/10.1007/978-1-4419-5906-5_1383"
"Broadcast Authentication from a Conditional Perspective.","incollection","","","",2016,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","168-170","https://doi.org/10.1007/978-1-4419-5906-5_629"
"Vicinity Card.","incollection","","","",1994,"","Encyclopedia of Cryptography and Security (2nd Ed.)","","1360","https://doi.org/10.1007/978-1-4419-5906-5_910"
"Algorithmic Complexity Attacks.","incollection","","","","2011","afrikaans","Encyclopedia of Cryptography and Security (2nd Ed.)","","32","https://doi.org/10.1007/978-1-4419-5906-5_1056"
"Information Security Management System.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","607","https://doi.org/10.1007/978-1-4419-5906-5_1078"
"Tracing Traitors.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","1310","https://doi.org/10.1007/978-1-4419-5906-5_1024"
"Elgamal Digital Signature Scheme.","incollection","","","",1995,"","Encyclopedia of Cryptography and Security","","","https://doi.org/10.1007/0-387-23483-7_128"
"Fingerprint Authentication.","incollection","","","","2011","","Encyclopedia of Cryptography and Security (2nd Ed.)","","465","https://doi.org/10.1007/978-1-4419-5906-5_1305"
