"citing","cited" 
"Time-Based Access Control.","Tamper Response."
"Time-Based Access Control.","HEC Acronym is Often Used for Hyper Elliptic Curves."
"Time-Based Access Control.","Pretty Good Privacy (PGP)."
"Time-Based Access Control.","Electronic Cash."
"Time-Based Access Control.","CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project)."
"Time-Based Access Control.","Proton."
"Time-Based Access Control.","Database Support for the PROTOS-L System"
"Time-Based Access Control.","Modulus."
"Time-Based Access Control.","Rijndael/AES."
"Time-Based Access Control.","Lions' Commentary on UNIX 6th Edition, with Source Code"
"Time-Based Access Control.","IPSec Policy Analysis."
"Rabin Digital Signature Scheme.","Pairings."
"Rabin Digital Signature Scheme.","The universAAL Reference Model for AAL."
"Rabin Digital Signature Scheme.","Wissensbasierte Systeme in der Medizin: GMDS/GI, Abstracts des 1. gemeinsamen Workshops der AG Expertensysteme der GMDS und der FG Diagnostik und Klassifikation im GI-Fachausschuß 1.5, 29.-30. März 1990, Heidelberg"
"Rabin Digital Signature Scheme.","Impossible Differential Attack."
"Rabin Digital Signature Scheme.","Euclid's Algorithm."
"Rabin Digital Signature Scheme.","Web SSO and Security Assertion Markup Language."
"Rabin Digital Signature Scheme.","Syntaktische Merkmale deutsche Substantive"
"Rabin Digital Signature Scheme.","Linear Syndrome Attack."
"Rabin Digital Signature Scheme.","Enigma."
"Rabin Digital Signature Scheme.","Human Ear Verification."
"Rabin Digital Signature Scheme.","Kerberos."
"Blum Integer.","A Lagrangian Method for Solving the Optimal Output Feedback Design Problem"
"Blum Integer.","Uncoordinated Direct Sequence Spread Spectrum."
"Blum Integer.","Implement Role-Based Access Control with Attribute Certificates"
"Blum Integer.","Secure Shell."
"Blum Integer.","Sensor Key Establishment and Maintenance."
"Nonmalleability.","Minkowski Addition of Polytopes: Computational Complexity and Applications to Gröbner Bases"
"Nonmalleability.","Application of Gene-Expression Programming in Hydraulic Engineering."
"Nonmalleability.","Message Authentication Algorithm."
"Nonmalleability.","Convolution Algorithms for BMAP/G/1-Queues"
"Nonmalleability.","Cyclic Codes."
"Nonmalleability.","The SPARAMAT Approach to Automatic Comprehension of Sparse Matrix Computations"
"Nonmalleability.","Expressing Uniformity via Oracles"
"Nonmalleability.","Derived Key."
"Nonmalleability.","Analysis of Social Networks by Tensor Decomposition."
"Nonmalleability.","Trusted Third Party."
"Nonmalleability.","Entity Authentication Protocol."
"Machine Readable Travel Document Security.","Typing Dynamics."
"Machine Readable Travel Document Security.","TCG Trusted Computing Group."
"Machine Readable Travel Document Security.","DAC."
"Machine Readable Travel Document Security.","2"
"Machine Readable Travel Document Security.","Evaluation of Liquefaction Potential of Soil Based on Shear Wave Velocity Using Multi-Gene Genetic Programming."
"Machine Readable Travel Document Security.","DHP."
"Machine Readable Travel Document Security.","Web Session Security."
"Machine Readable Travel Document Security.","Cellular Network Security."
"Machine Readable Travel Document Security.","Computational Complexity of Inner and Outer j-RADII of Polytopes in Finite-Dimensional Normed Spaces"
"Machine Readable Travel Document Security.","Visualization of Social Networks."
"Machine Readable Travel Document Security.","HTTP Digest Access Authentication Scheme."
"Machine Readable Travel Document Security.","Miss-in-the-Middle Attack."
"Machine Readable Travel Document Security.","On the Queue-Length-Distributions of the E"
"Machine Readable Travel Document Security.","Reference Monitor."
"Shrinking Generator.","HTTP Authentication."
"Shrinking Generator.","Vigenère Encryption."
"Shrinking Generator.","Security of Group Communication in Wireless Mesh Networks."
"Shrinking Generator.","Multimodal Warehouse Project."
"Shrinking Generator.","Collaborative Filtering Based on Choosing a Different Number of Neighbors for Each User."
"Shrinking Generator.","Running-key."
"Shrinking Generator.","The Institute for Knowledge Based Systems in the IBM Germany Scientific Center"
"Shrinking Generator.","Untraceability."
"Shrinking Generator.","CEPS Standard."
"Shrinking Generator.","Algebraical Optimization of FTA-Expressions"
"Shrinking Generator.","Header-Based Attacks."
"Pseudo-Noise Sequence (PN-Sequence).","One Step Further: Integrating Electronic Submission and the Reviewing Process"
"Pseudo-Noise Sequence (PN-Sequence).","Time-stamping."
"Pseudo-Noise Sequence (PN-Sequence).","Coprime."
"Pseudo-Noise Sequence (PN-Sequence).","Cover Story."
"Pseudo-Noise Sequence (PN-Sequence).","Using Knowledge-Based Methods to Administrate an Access Control System"
"Pseudo-Noise Sequence (PN-Sequence).","Secure Computation."
"Pseudo-Noise Sequence (PN-Sequence).","Pattern of Blood Vessels."
"CRT.","Biometric Sensors."
"CRT.","Blackmailing Attacks."
"CRT.","A Note on Möbius Functions and the Communication Complexity of the Graph-Accessability-Problem"
"CRT.","Web Security Auditing."
"CRT.","Multimodal Warehouse Project."
"CRT.","Cryptosystem."
"CRT.","DH Key Agreement."
"Nonrepudiable Agreement.","X.509."
"Nonrepudiable Agreement.","SHA."
"Nonrepudiable Agreement.","Unpacking Malware."
"Nonrepudiable Agreement.","Mobile Wallet."
"Nonrepudiable Agreement.","MARS."
"Nonrepudiable Agreement.","Opportunistic Networks."
"Nonrepudiable Agreement.","Gait Profile - A Biometric that Defines Our Mobility."
"Nonrepudiable Agreement.","Impossible Differential Attack."
"Nonrepudiable Agreement.","On the Distribution of càdlàg Processes without Explosions"
"Nonrepudiable Agreement.","PRPL: A Database Workload Specification Language, v1.3."
"Nonrepudiable Agreement.","Token."
"Nonrepudiable Agreement.","MD4-MD5."
"Nonrepudiable Agreement.","Timing attack."
"Nonrepudiable Agreement.","Vector Space."
"HTTP Digest Authentication.","IBE."
"HTTP Digest Authentication.","Untraceability."
"HTTP Digest Authentication.","Business Grids."
"HTTP Digest Authentication.","SHA Family (Secure Hash Algorithm)."
"HTTP Digest Authentication.","Secure Function Evaluation."
"HTTP Digest Authentication.","ECRYPT Stream Cipher Project."
"Probabilistic Key Sharing.","Ein praktischer Algorithmus für die E-Unifikation"
"Probabilistic Key Sharing.","False Data Injection Defense."
"Probabilistic Key Sharing.","DeBruijn sequence."
"Probabilistic Key Sharing.","The WWW meets EDA: Usability evaluation of OBDD-heuristics via the Internet"
"Probabilistic Key Sharing.","Traitor Tracing."
"Probabilistic Key Sharing.","Web Initial Authentication."
"Probabilistic Key Sharing.","Cryptanalysis."
"Probabilistic Key Sharing.","On Alternating vs. Parity Communication Complexity"
"Probabilistic Key Sharing.","Speaker Biometrics."
"Keyword-Based Retrieval over Encrypted Data.","Lock-Keeper Technology - A New Network Security Solution"
"Keyword-Based Retrieval over Encrypted Data.","The universAAL Reference Model for AAL."
"Keyword-Based Retrieval over Encrypted Data.","Key Variation."
"Keyword-Based Retrieval over Encrypted Data.","PEM, Privacy Enhanced Mail."
"Keyword-Based Retrieval over Encrypted Data.","Zeroization."
"Keyword-Based Retrieval over Encrypted Data.","Pattern of Blood Vessels."
"Keyword-Based Retrieval over Encrypted Data.","Overspender Detection."
"Keyword-Based Retrieval over Encrypted Data.","Proof of Knowledge vs. Proof of Membership."
"Keyword-Based Retrieval over Encrypted Data.","On Multiparity Games for Pointer Jumping"
"ACM.","DES-X (or DESX)."
"ACM.","Persistence and Justified Causation: Some Remarks on Nonmonotonic Temporal Reasoning"
"ACM.","Voice Recognition."
"ACM.","Communication Channel Anonymity."
"ACM.","Trust Models."
"ACM.","Weiterentwicklung des Earley-Algorithmus für kontextfreie und ID/LP-Grammatiken"
"ACM.","Zero-Knowledge."
"ACM.","Key Escrow."
"ACM.","Dictionary Attack (II)."
"ACM.","Lattice-Based Cryptography."
"ACM.","Proof of Knowledge vs. Proof of Membership."
"ACM.","Computational Complexity of Inner and Outer j-RADII of Polytopes in Finite-Dimensional Normed Spaces"
"VSSS.","RFID Security."
"VSSS.","Zero-knowledge."
"VSSS.","GCM."
"VSSS.","Big Number Multiplication."
"VSSS.","Face Recognition in Ambient Intelligence Applications."
"VSSS.","A Phase Space Model for Spatial BMAPs"
"VSSS.","TCP SYN Cookies."
"VSSS.","Textunderstanding in LILOG - Sorts and Reference Objects"
"Modular Arithmetic.","Number Field Sieve for the DLP."
"Modular Arithmetic.","PRESENT - Block Cipher."
"Modular Arithmetic.","Recursive Revoke."
"Modular Arithmetic.","Dynamic Root of Trust."
"Modular Arithmetic.","Signcryption."
"Modular Arithmetic.","An Inference Engine for Function Free Logic Programs"
"Modular Arithmetic.","An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks"
"Modular Arithmetic.","Transport layer security (TLS)."
"Web-Based Security Protocols.","Access Control from an OS Security Perspective."
"Web-Based Security Protocols.","Overspending Prevention."
"Web-Based Security Protocols.","The Design and Implementation of TLPROLOG (V. 2.0) - Intermediate Report"
"Web-Based Security Protocols.","Fingerprint Authentication."
"Web-Based Security Protocols.","Security Token."
"Web-Based Security Protocols.","An Optimal Greedy Algorithm for Wavelength Allocation in Directed Tree Networks"
"Web-Based Security Protocols.","Target Collision Resistant Hash Function."
"Non-Malleability.","Catchment classification by runoff behaviour with self-organizing maps (SOM)"
"Non-Malleability.","Program Verification and Security."
"Non-Malleability.","Overspender Detection."
"Non-Malleability.","Mondex."
"Non-Malleability.","DNS-Based Botnet Detection."
"Non-Malleability.","One Strike Against the Min-Max Degree Triangulation Problem"
"Microdata Statistical Disclosure Control.","Certification Authority."
"Microdata Statistical Disclosure Control.","Merkle-Hash-Trees Signatures."
"Microdata Statistical Disclosure Control.","Longhand."
"Microdata Statistical Disclosure Control.","Chromosome."
"Microdata Statistical Disclosure Control.","Stability Conditions for the BMAP/G/1 Queue with Level Dependent Arrivals"
"Blind Signature.","Secure Computation."
"Blind Signature.","Optimal Extension Fields (OEFs)."
"Blind Signature.","Boolean Manipulation with Free BDD's - First Experimental Results"
"Blind Signature.","ISO 15408 CC - Common Criteria."
"Blind Signature.","RIPEMD Family."
"Blind Signature.","Subsumtion für eine erweiterte attributive Sortenbeschreibungssprache"
"Blind Signature.","On Alternating vs. Parity Communication Complexity"
"Blind Signature.","Cascade Revoke."
"Blind Signature.","Secure Logging."
"Blind Signature.","Complexity Classes with Finite Acceptance Types"
"Blind Signature.","Cayley Hash Functions."
"Blind Signature.","Ein praktischer Algorithmus für die E-Unifikation"
"Blind Signature.","Minimal Polynomial."
"Elliptic Curve Point Multiplication Using Halving.","Secret Sharing Schemes."
"Elliptic Curve Point Multiplication Using Halving.","A Decomposition Approach for the Global Minimization of Biconcave Functions over Polytopes"
"Elliptic Curve Point Multiplication Using Halving.","DNS-Based Botnet Detection."
"Elliptic Curve Point Multiplication Using Halving.","Itoh-Tsujii Inversion Algorithm."
"Elliptic Curve Point Multiplication Using Halving.","On Continuous Deformations of Semi-Infinite Optimization Problems"
"Elliptic Curve Point Multiplication Using Halving.","Quantifikation, Plural, Ereignisse und ihre Argumente in einer mehrsortigen Sprache der Prädikatenlogik erster Stufe"
"Elliptic Curve Point Multiplication Using Halving.","Fast and Simple Nested Fixpoints"
"Elliptic Curve Point Multiplication Using Halving.","Pseudo-random number generator."
"Elliptic Curve Point Multiplication Using Halving.","Black Box Algorithms."
"Elliptic Curve Point Multiplication Using Halving.","Distributed Script - A Mobile Application for Multi-hop Ad-hoc Networks"
"Elliptic Curve Point Multiplication Using Halving.","Data Linkage."
"Elliptic Curve Point Multiplication Using Halving.","The Design and Implementation of TLPROLOG (V. 2.0) - Intermediate Report"
"Elliptic Curve Point Multiplication Using Halving.","MASH Hash Functions (Modular Arithmetic Secure Hash)."
"Safe Prime.","Electromagnetic Attack."
"Safe Prime.","Jamming Resistance."
"Safe Prime.","Housing, Gerontology and AAL: New Services Development."
"Safe Prime.","Anonymous Web Browsing and Publishing."
"Safe Prime.","Higher Order Derivative Attack."
"Safe Prime.","The Knowledge Representation Language L"
"Biometrics for Identity Management and Fields of Application.","Linear Consistency Attack."
"Biometrics for Identity Management and Fields of Application.","Cryptographic Puzzles."
"Biometrics for Identity Management and Fields of Application.","Pluralbehandlung in natürlichsprachlichen Wissensverabeitungssystemen"
"Biometrics for Identity Management and Fields of Application.","Regelbasierte Extraktion und asymmetrische Fusion bibliographischer Informationen."
"Biometrics for Identity Management and Fields of Application.","Proximal Methods in View of Interior-Point-Strategies"
"Biometrics for Identity Management and Fields of Application.","A Logical Operational Semantics of Full Prolog Part III: Built-in Predicates for Files, Terms, Arithmetic and Input-Output"
"Biometrics for Identity Management and Fields of Application.","Chosen Plaintext and Chosen Ciphertext Attack."
"Biometrics for Identity Management and Fields of Application.","Security Reduction."
"Biometrics for Identity Management and Fields of Application.","Conference Key Agreement."
"Biometrics for Identity Management and Fields of Application.","Random Number Testing."
"Electro-Magnetic Fingerprinting.","Efficient OBDD-Based Boolean Manipulation in CAD Beyond Current Limits"
"Electro-Magnetic Fingerprinting.","Succinct Solvers"
"Electro-Magnetic Fingerprinting.","Broadcast Authentication from an Information Theoretic Perspective."
"Electro-Magnetic Fingerprinting.","LILOG-DB: Database Support for Knowledge-Based Systems"
"Electro-Magnetic Fingerprinting.","On MAPA/G/K/K Stations"
"Electro-Magnetic Fingerprinting.","Berlekamp "
"Electro-Magnetic Fingerprinting.","Data Mining (Privacy in)."
"Electro-Magnetic Fingerprinting.","Microprocessor Design Verification."
"Electro-Magnetic Fingerprinting.","Related Key Attack."
"Electro-Magnetic Fingerprinting.","Public Key Proxy Signatures."
"Electro-Magnetic Fingerprinting.","Language Support for Synchronous Parallel Critical Sections"
"Electro-Magnetic Fingerprinting.","Transitive Closure: New Aspects of an Old Theme"
"Electro-Magnetic Fingerprinting.","Strong RSA Assumption."
"Electro-Magnetic Fingerprinting.","Meet-in-the-Middle Attack."
"Confirmer Signatures.","Attestation."
"Confirmer Signatures.","Resolution with Feature Unification"
"Confirmer Signatures.","Two Logarithmic Barrier Methods for Convex Semi-Infinite Programming Problems"
"Confirmer Signatures.","Speeding Up Symbolic Model Checking by Accelerating Dynamic Variable Reordering"
"Confirmer Signatures.","Elliptic Curve Trace Computation."
"Confirmer Signatures.","Interior Proximal Method for Variational Inequalities: Case of Non-paramonotone Operators"
"Confirmer Signatures.","Number Theory."
"Confirmer Signatures.","ILFA Interface Concept"
"Confirmer Signatures.","Pseudo-random number generator."
"Confirmer Signatures.","Integer Factoring."
"Confirmer Signatures.","Group."
"Confirmer Signatures.","Goldwasser-Micali Encryption Scheme."
"Confirmer Signatures.","Ubiquitous Services and Business Processes."
"Confirmer Signatures.","Attribute Certificate."
"Formal Methods for the Orange Book.","Analysis of Social Networks Extracted from Log Files."
"Formal Methods for the Orange Book.","Electronic Payment."
"Formal Methods for the Orange Book.","IDDS: An Interactive Decentallzed Documentation System"
"Formal Methods for the Orange Book.","Web Browser Security and Privacy."
"Formal Methods for the Orange Book.","Cryptophthora."
"Rule-Based Access Control.","Web Application Security."
"Rule-Based Access Control.","Fast Correlation Attack."
"Rule-Based Access Control.","Goldwasser-Micali Encryption Scheme."
"Rule-Based Access Control.","Online Identities and Social Networking."
"Rule-Based Access Control.","Generalized Mersenne Prime."
"Rule-Based Access Control.","Koordination von nichtverbalen Satzkonstituenten"
"Rule-Based Access Control.","Inductive Counting below LOGSPACE"
"Rule-Based Access Control.","Investigation of Key-Player Problem in Terrorist Networks Using Bayes Conditional Probability."
"Rule-Based Access Control.","Registration Authority."
"Digital Signature Scheme Based on McEliece.","Analysis of Social Networks Extracted from Log Files."
"Digital Signature Scheme Based on McEliece.","Related Key Attack."
"Digital Signature Scheme Based on McEliece.","Mobile Speech Recognition."
"Digital Signature Scheme Based on McEliece.","Temporales Schließen in einem natürlichsprachlichen System"
"Digital Signature Scheme Based on McEliece.","Smart Homes as a Vehicle for AAL."
"Factorization Circuits.","Complexity of Logical Decision Problems: An Introduction"
"Factorization Circuits.","Reference Monitor."
"Factorization Circuits.","Polytope Containment and Determination by Linear Probes"
"Factorization Circuits.","Rank Codes."
"Factorization Circuits.","Parallelizable Message Authentication Code."
"Factorization Circuits.","Codebook Attack."
"Factorization Circuits.","Intelligent User Interfaces for Ubiquitous Computing."
"Factorization Circuits.","Script Language Security."
"Factorization Circuits.","Code-Based Cryptography."
"Factorization Circuits.","Identity Proof."
"Factorization Circuits.","Applications of Rank-Metric Codes."
"Factorization Circuits.","Handbook of Genetic Programming Applications"
"Factorization Circuits.","Wireless Device Fingerprinting."
"Second preimage resistance.","Microdata Anonymization Techniques."
"Second preimage resistance.","Gröbner Basis."
"Second preimage resistance.","DAC."
"Second preimage resistance.","Wissensrepräsentation und Maschinelles Lernen"
"Second preimage resistance.","Formal Methods and Access Control."
"Second preimage resistance.","Multiparty Computation."
"Second preimage resistance.","Timing Attack."
"Second preimage resistance.","On Alternating vs. Parity Communication Complexity"
"Second preimage resistance.","Summation Generator."
"Second preimage resistance.","Location Privacy in Wireless Networks."
"Second preimage resistance.","SSS."
"Second preimage resistance.","SHA-0, SHA-1, SHA-2 (Secure Hash Algorithm)."
"Second preimage resistance.","Privilege Management."
"One-Way Chain.","A New Proof of the Beckenbach Inequalities"
"One-Way Chain.","Verifiable Encryption."
"One-Way Chain.","Greatest Common Divisor."
"One-Way Chain.","Phenotyping."
"One-Way Chain.","Non-Malleability."
"One-Way Chain.","Mathematical Logic and Artificial Intelligence"
"One-Way Chain.","Solitaire."
"One-Way Chain.","Visual Secret Sharing Schemes."
"One-Way Chain.","Expressing Uniformity via Oracles"
"One-Way Chain.","Overspender Detection."
"One-Way Chain.","Inversion attack."
"One-Way Chain.","SEPA."
"One-Way Chain.","Method for Global Optimization of Class of Nonlinear Bilevel Programming Problems"
"One-Way Chain.","Communication Channel Anonymity."
"Security of Cognitive Radios.","Vom M/G/1- zum BMAP/G/1-Modell"
"Security of Cognitive Radios.","Application-Level Denial of Service."
"Security of Cognitive Radios.","HTTP Digest Authentication."
"Security of Cognitive Radios.","Logic Bomb."
"Security of Cognitive Radios.","Uncoordinated Direct Sequence Spread Spectrum."
"Security of Cognitive Radios.","Security."
"Security of Cognitive Radios.","A Branch-and-Bound Decomposition Approach for Solving Quasiconvex-Concave Programs"
"Security of Cognitive Radios.","Certificate-Based Access Control."
"Security of Cognitive Radios.","Runtime Analysis."
"Security of Cognitive Radios.","Network Capabilities."
"Security of Cognitive Radios.","On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems"
"Security of Cognitive Radios.","Chemical Combinatorial Attack."
"Security of Cognitive Radios.","OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols"
"Security of Cognitive Radios.","Cryptographic Algorithm Evaluation."
"Security of Cognitive Radios.","Security Token."
"Multicast Authentication.","Public-Key Authenticated Encryption."
"Multicast Authentication.","Copy Protection."
"Multicast Authentication.","Cæsar cipher."
"Multicast Authentication.","Sieving."
"Multicast Authentication.","A New Proof of the Beckenbach Inequalities"
"Multicast Authentication.","No-Waiting Stations with Special Arrival Processes and Customer Motion"
"Blowfish.","Using Human Factors to Guide the Design and Implementation of Consumer Health Informatics Interventions."
"Blowfish.","Lattice-Based Cryptography."
"Blowfish.","Dynamic Separation of Duties."
"Blowfish.","Der LILOG-DB Fact Manager: Ein Datenbankkern zur Speicherung variabel strukturierter komplexer Objekte"
"Blowfish.","Smart/Algorithmic Denial of Service."
"Blowfish.","Digital Signature Schemes from Codes."
"Speaker Biometrics.","Secure Code Dissemination in Wireless Sensor Networks."
"Speaker Biometrics.","Paillier Encryption and Signature Schemes."
"Speaker Biometrics.","Challenge-Response Authentication."
"Speaker Biometrics.","Ntru."
"Speaker Biometrics.","SSL."
"Speaker Biometrics.","A Unifying Theoretical Background for Some BDD-based Data Structures"
"Speaker Biometrics.","Perspectives on Social Network Analysis for Observational Scientific Data."
"Speaker Biometrics.","Confidentiality Model."
"Speaker Biometrics.","Power IC Technologies."
"Speaker Biometrics.","Pseudo-Noise Sequence (PN-Sequence)."
"Speaker Biometrics.","Availability."
"Confidentiality Model.","Context Models and Context Awareness."
"Confidentiality Model.","Unpacking Malware."
"Confidentiality Model.","Secure Network Coding for Wireless Mesh Networks."
"Confidentiality Model.","Bell-La Padula Model."
"Confidentiality Model.","Identity Proof."
"Confidentiality Model.","A Branch-and-Bound Decomposition Approach for Solving Quasiconvex-Concave Programs"
"Key Escrow.","Semantics of Logic Programs with Equational Abstract Data Type Specifications"
"Key Escrow.","Integrity Model."
"Key Escrow.","Proximity Card."
"Key Escrow.","Untraceability."
"Key Escrow.","Sealed Storage."
"Key Escrow.","Entropy Sources."
"Key Escrow.","Interactive Proof Systems."
"Key Escrow.","Platform for Privacy Preferences (P3P)."
"Key Escrow.","Security of Distance Bounding Protocols."
"Key Escrow.","Rainbow Tables."
"Key Escrow.","Smart Home Technologies for People with Cognitive Impairment: An Affordable, Rehabilitative Approach."
"Aggregate Signatures.","Stack/Heap Smashing."
"Aggregate Signatures.","Record Linkage."
"Aggregate Signatures.","Mandatory Access Control."
"Aggregate Signatures.","Genetic Programming for Modelling of Geotechnical Engineering Systems."
"Aggregate Signatures.","Two short notes"
"Aggregate Signatures.","DHP."
"Aggregate Signatures.","Multi-Exponentiation."
"Aggregate Signatures.","Mandatory Access Control Policy (MAC)."
"Aggregate Signatures.","Least Common Multiple."
"Aggregate Signatures.","RC5."
"Aggregate Signatures.","McEliece Public Key Cryptosystem."
"Aggregate Signatures.","A5/1."
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","Coprime."
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","Spatial Generalization of BMAP's with Finite State Space"
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","Complexity Results for the Optimum Cost Chromatic Partition Problem"
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","Electronic Payment."
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","Kerberos Authentication Protocol."
"CRYPTREC (Japanese Cryptographic Algorithm Evaluation Project).","An Anaphora Resolution Procedure for Machine Translation"
"Master Key.","Smart Items in Real Time Enterprises."
"Master Key.","Neue Ergebnisse für BMAPs und räumliche Warteschlangen"
"Master Key.","Weak Collision Resistance."
"Master Key.","Binary Functions."
"Master Key.","ISO/IEC 15408."
"Master Key.","OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols"
"Master Key.","Key Management."
"Master Key.","Key escrow."
"Cover Story.","Separation by Hyperplanes in Finite-Dimensional Vector Spaces Over Archimedean Ordered Fields"
"Cover Story.","List Decoding."
"Cover Story.","The Design and Implementation of TLPROLOG (V. 2.0) - Intermediate Report"
"Cover Story.","Standards für das Programmieren in Prolog für LILOG, Version 3.3"
"Cover Story.","Web Access Control Strategies."
"Cover Story.","Attribute Inheritance Implemented on Top of a Relational Database System"
"Cover Story.","Lattice Basis Reduction."
"Cover Story.","CEPS Standard."
"Cover Story.","Point Counting."
"Cover Story.","Blum Integer."
"Cover Story.","Chroot Prison."
"Cover Story.","Biba Mandatory Integrity Policy."
"Cover Story.","Kasumi/Misty1."
"Cover Story.","Reduction of Generalized Semi-Infinite Programming Problems to Semi-Infinite or Piece-Wise Smooth Programming Problems"
"HTTP Digest Access Authentication Scheme.","Application-Level Denial of Service."
"HTTP Digest Access Authentication Scheme.","Räumliche Markov-additive Prozesse und Bedienstationen ohne Warteraum"
"HTTP Digest Access Authentication Scheme.","Birthday Paradox."
"HTTP Digest Access Authentication Scheme.","Smartcard tamper resistance."
"HTTP Digest Access Authentication Scheme.","Leistungsanalyse des Datenbanksystems LILOG-DB"
"HTTP Digest Access Authentication Scheme.","The Design and Implementation of TLPROLOG (V. 2.0) - Intermediate Report"
"HTTP Digest Access Authentication Scheme.","Polynomial Constants are Decidable"
"HTTP Digest Access Authentication Scheme.","NTRU."
"HTTP Digest Access Authentication Scheme.","Dynamic Root of Trust."
"HTTP Digest Access Authentication Scheme.","Existential Forgery."
"Barter.","Ear Shape for Biometric Identification."
"Barter.","The Graph of Integer Multiplication is Hard for Read-k-Times Networks"
"Barter.","Biometric Sensors."
"Barter.","Encryption Exponent."
"Barter.","Adapting to the User."
"Barter.","The BMAP/G/1 Queue with Level Dependent Arrivals and its Stationary Distribution"
"Barter.","Security Architecture."
"Barter.","SmartSenior - Intelligent Services for Senior Citizens."
"Barter.","SQL/Data System, Conpects and Facilities."
"Transport-Level Security.","Key escrow."
"Transport-Level Security.","Chinese Remainder Theorem."
"Transport-Level Security.","Attack by Summation Over an Hypercube."
"Transport-Level Security.","Random Oracle Model."
"Transport-Level Security.","Static Analysis."
"Transport-Level Security.","Subgroup."
"Transport-Level Security.","X.509."
"Transport-Level Security.","Genetic Programming Applications in Chemical Sciences and Engineering."
"Transport-Level Security.","Static Separation of Duties."
"Transport-Level Security.","An Order-Sorted Logic for Knowledge Representation Systems"
"Transport-Level Security.","A Feature Logic with Subsorts"
"Transport-Level Security.","Elsaß-Wanderung für Linguisten: Exemplarische Analyse und Repräsentation eines Satzes aus einer Reisebeschreibung"
"Transport-Level Security.","The universAAL Reference Model for AAL."
"Transport-Level Security.","Security of Cognitive Radios."
"Transport-Level Security.","Vom M/G/1- zum BMAP/G/1-Modell"
"Schnorr Digital Signature Scheme.","Denial-of-Service Detection."
"Schnorr Digital Signature Scheme.","Variable Subkategorisierung: Eine Theorie unpersönlicher Einbettungen im Deutschen"
"Schnorr Digital Signature Scheme.","Analysis and Manipulation of Boolean Functions in Terms of Decision Graphs"
"Schnorr Digital Signature Scheme.","Factor Base."
"Schnorr Digital Signature Scheme.","Summation generator."
"Schnorr Digital Signature Scheme.","Succinct Solvers"
"Schnorr Digital Signature Scheme.","Introduction to Section on AAL for Rehabilitation."
"Schnorr Digital Signature Scheme.","Convergent Outer Approximation Algorithms for Solving Unary Problems"
"Schnorr Digital Signature Scheme.","LFSR."
"Schnorr Digital Signature Scheme.","Fixed-Base Exponentiation."
"Schnorr Digital Signature Scheme.","Witness Hiding."
"Schnorr Digital Signature Scheme.","Linearly Constrained Global Minimization of Functions with Concave Minorants"
"Schnorr Digital Signature Scheme.","Biba Model."
"Multifactor Authentication.","Firewall Policy Analysis."
"Multifactor Authentication.","Blum-Goldwasser Public Key Encryption System."
"Multifactor Authentication.","A Note on Spectral Lower Bound Arguments for Decision Trees"
"Multifactor Authentication.","Multimodal Warehouse Project."
"Multifactor Authentication.","Geometry of Numbers."
"Multifactor Authentication.","Keyboard Dynamics."
"Multifactor Authentication.","Strong Exclusion."
"Multifactor Authentication.","Control Vectors."
"Multifactor Authentication.","Approximation Algorithms for Register Allocation"
"Multifactor Authentication.","Combination Generator."
"Multifactor Authentication.","Hash functions."
"Verifiable Secret Sharing.","Combination generator."
"Verifiable Secret Sharing.","Known plaintext attack."
"Verifiable Secret Sharing.","Diffie-Hellman Problem."
"Verifiable Secret Sharing.","Known plaintext attack."
"Verifiable Secret Sharing.","A Branch-and-Bound Decomposition Approach for Solving Quasiconvex-Concave Programs"
"Verifiable Secret Sharing.","Algorithmic DoS."
"Verifiable Secret Sharing.","Gene."
"Verifiable Secret Sharing.","Inversion in Galois Fields."
"Verifiable Secret Sharing.","Konzeption und Implementierung von Gleichheit für einen tableau-basierten Theorem-Beweiser"
"Verifiable Secret Sharing.","Secure Vehicular Communication Systems."
"Anomalous Binary Curves.","Database Snapshots."
"Anomalous Binary Curves.","The Future of Classic Data Administration: Objects + Databases + CASE"
"Anomalous Binary Curves.","A Decomposition Algorithm for Optimization over Efficient Sets"
"Anomalous Binary Curves.","Mash Hash Functions (Modular Arithmetic Secure Hash)."
"Anomalous Binary Curves.","Presupposition, Anaphora, and Lexical Content."
"Anomalous Binary Curves.","Weak Keys."
"Anomalous Binary Curves.","Code-Based Cryptography."
"Anomalous Binary Curves.","Connecting Communities: The Role of Design Ethnography in Developing Social Care Technologies for Isolated Older Adults."
"Anomalous Binary Curves.","NTRUEncrypt."
"Anomalous Binary Curves.","Blowfish."
"Anomalous Binary Curves.","Resynchronization Attack."
"Anomalous Binary Curves.","Biometric Matching."
"Anomalous Binary Curves.","Quantization for Probability Measures with Respect to the Geometric Mean Error"
"Anomalous Binary Curves.","Vector Space."
